leagueId,queueType,tier,rank,summonerId,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak
2e95cf48-7e4c-4f29-9f8b-e8fa0bf4cf91,RANKED_SOLO_5x5,GOLD,I,IDTlk7zKuPY1Fy0yyvHtf-Y7lTYNZqIYBH8-RMkyXAbD0wmP,16,161,164,False,False,False,False
95e8e3f2-923a-46a9-ad2b-451683ae2beb,RANKED_SOLO_5x5,GOLD,I,csFK07pB2-exouR6GiU5ijbjvF23GSyQEFU9IhpbOj2Z4NOB,56,22,36,False,False,True,False
78a3476e-6468-4497-89af-989f7cece399,RANKED_SOLO_5x5,GOLD,I,GIS1iqnFN-gpRGsp6QUCfrXLhr7wZJ7nOtzbRm4_adogMgXy,24,5,6,False,False,False,False
32b1dad0-78a6-4ded-b138-b3ae2d4cd7f4,RANKED_SOLO_5x5,GOLD,I,Q_0HtgUhtS918Ld5pEwaW0gHIDWjmUSZgrohx1iN3AiNRKNB,64,153,136,False,False,False,False
7e4f7b1f-1e74-43d3-9f65-4d05a9488048,RANKED_SOLO_5x5,GOLD,I,gPphmSXZjt9hR1h9WVHzkWZU5fNiMQRRLpvXSPD187OKsr09,61,4,4,False,False,False,True
300102ae-5f70-4048-9125-64c8ad3fd454,RANKED_SOLO_5x5,GOLD,I,B_TbtJsnQrZks05rjZhSFnT4LoQ3TOSI5CjZOlKFo9Sj_WII,70,4,4,False,False,False,False
f7beaf39-0a29-4617-b09d-1fec2e8270db,RANKED_SOLO_5x5,GOLD,I,IP0gsvoLmMl2LSrGFjuIcECZlLuiwWw9xBUFmtiIOHnL_XkR,20,73,55,False,False,False,False
036992b1-e34f-4b72-9fb0-d6ab8eda047a,RANKED_SOLO_5x5,GOLD,I,RtKriNNq63Vs-qEID7g5fRQxYGmhtACrLkj2cdLKkSYuZM6g,75,74,77,False,False,True,False
04ca5478-d97b-4e1f-9d03-652e6e97c13b,RANKED_SOLO_5x5,GOLD,I,1nrDtbBhUiHQmKgjAz8tNm-nrxBZtZwL_yIr5yhV_yOjHYp3,58,16,21,False,False,True,False
9bc820c5-3f27-4c96-8432-6685496d5f7d,RANKED_SOLO_5x5,GOLD,I,iKB_ngFJVWvNMFkyWeL1EoKFjxjq6Op8gkIWPNxRgqhp7i8f,41,10,5,False,False,False,False
89dc90b0-6139-4466-bf12-657ee2f785d1,RANKED_SOLO_5x5,GOLD,I,UhbEc9JDglCOskwPK7cO4FygN5wSK3SEQb9_Z7AnPmzGhQrx,15,18,20,False,False,False,True
829fa3d1-cf77-4be1-ad07-128f058f0add,RANKED_SOLO_5x5,GOLD,I,mpcrq0ywDuHRexfmUCkSm0MB5F195m5Vhw5-uyimM1cfGzPA,35,2,3,False,False,True,False
d9e0f455-d890-4962-a0fa-a92cc9674230,RANKED_SOLO_5x5,GOLD,I,R7C7qpMCwJz7XaaiXcOMAQnRyDR511OAbDYU3ESOqUE7FWgc,15,86,73,False,False,False,False
7910a32b-a17e-49c1-ba98-27d99a3f1674,RANKED_SOLO_5x5,GOLD,I,Y2ZP94Tz3L1f4mi9maab1h9drfYTIQYSSi3ihXosnXAhoFzs,40,3,5,False,False,False,False
ff0e7edc-0954-445b-8415-ccaf52d40761,RANKED_SOLO_5x5,GOLD,I,kDopJRuHxiE7ZuTbEve0GAXxnRiEFPmnzO1Axjg1be7wkpoU,42,86,79,False,False,False,False
06b8512a-fd35-49dd-9dc6-2929a0d9b44b,RANKED_SOLO_5x5,GOLD,I,BEYo4-Ypy0SpbxpultqA-GJT4XwFhTjK8hgUxJ4YShPV_EmX,2,30,23,False,False,False,False
ccb92463-536c-4c21-a45e-0d2b3cd7c8fd,RANKED_SOLO_5x5,GOLD,I,4AkUz4-g7QrgiNrFeVTd8qukz-56bHgG4YZuKYf-0RbnIdxM,70,29,38,False,False,True,False
5399aeda-dc92-48ea-b193-916ce6aef3f3,RANKED_SOLO_5x5,GOLD,I,VLueSBxZ3mTRegQz9wZtSmu6gwCQOZwczdB4VflBQJrJsioW,3,128,115,False,False,False,False
c6ab7c95-1f5d-46a1-8f12-93f3d16ce16f,RANKED_SOLO_5x5,GOLD,I,s1n-9blKjRYKYYlNtSfWRJQqDovHjs9Jh_BkKDPtwvXMb28p,7,82,80,False,False,False,False
b9644352-cd68-4ada-989c-2da843a1c85d,RANKED_SOLO_5x5,GOLD,I,pGx1KGjkyqOBXiWtq0jWLDWPsRGbnwXZzbTVrVOg8jj-pqkL,67,82,91,False,False,False,False
4fa21c76-0a4f-402b-8ca3-857f944cd140,RANKED_SOLO_5x5,GOLD,I,KLhho66G5KC2AW2Otpfpn2mBRl71puF4ZWHehe29OXvU9yXW,17,18,9,False,False,False,False
11161869-78fd-4c58-aa06-9b1213e0763d,RANKED_SOLO_5x5,GOLD,I,NWaYHrbvCKlaP8s15Ku1x7SN1ZgLuWMBxwpox1cfFmBnxupm,38,55,52,False,False,False,False
e4d31aed-286f-4e35-98dc-43a6fbde0616,RANKED_SOLO_5x5,GOLD,I,GGmXZlugqw5a8a6VlsJbrutlhpVTH_UmaqcTIxX8BXowc8ia,17,83,87,False,False,False,False
987d4a95-83c9-4abf-820c-d4a6d53babc5,RANKED_SOLO_5x5,GOLD,I,td-SbX64MhynAGzshPF8HyVCfxzN6-5fkr_D64-sIHW9y8Zt,67,3,3,False,False,False,False
306e3e60-0742-496f-bd4c-d68f70a95f11,RANKED_SOLO_5x5,GOLD,I,OWU7QmDnuBfB53GMiJRQMo79Gl9LLarzZHGXgmOayYnmlxcb,39,18,17,False,False,False,False
61927fef-0084-47c7-880b-cbd93790db56,RANKED_SOLO_5x5,GOLD,I,4BUXi-vdpNpPQ-aptpL6a7B0AW9MgH1XpHazV1FbEWYpY3Gn,30,137,120,False,False,False,False
a00b34f4-c008-429a-98e0-d57b44ae8a3d,RANKED_SOLO_5x5,GOLD,I,viQ0wA0HPQDu6Uq8wrl6is27zMFEElKnoxOEApLGmM2QkoDR,88,6,3,False,False,False,True
7cfe8cb8-bb79-4826-b0d3-1e56dca1713b,RANKED_SOLO_5x5,GOLD,I,WD72N1r0zixtlMVyHejoQbEcivuNO3nYU9mbV81mun-wVjWg,33,5,4,False,False,False,False
b0d1004c-049a-4d5c-8d38-d45dcc14b01d,RANKED_SOLO_5x5,GOLD,I,EWN5PBDolW9A11nQcnv78iKW7EBl3hYhUhlsVtnxx2hOGmlQ,4,72,79,False,False,True,False
ae693683-bd9f-4fbc-a6ce-32de3790e6c3,RANKED_SOLO_5x5,GOLD,I,IlLpBoDQQhkcHkRR0SdRf2wB_b964SVCtW0piRDaRJWsfo7K,22,8,4,False,False,False,False
834a4ab7-d85e-4058-8519-d657e88406d5,RANKED_SOLO_5x5,GOLD,I,HNoveGLAOmyg7gOf4_YjaWO-4FwQeC5ZjqjJseCtpjFms0i4,17,2,4,False,False,False,False
0ddab8d0-62a7-42c2-8a18-95f56b487aae,RANKED_SOLO_5x5,GOLD,I,VbeigGh25CS1XObr2GYq6sBQ8TXrJPQOhzGDLAs-yEhxnCew,43,12,16,False,False,False,False
77fbd927-8211-4462-b8f7-8eeb8ecd5297,RANKED_SOLO_5x5,GOLD,I,a182jiz8A-AJQmflIHtPYCxZ8UJszjs4V23F9l_teWOHjPeF,3,29,34,False,False,False,False
1fee4e2c-a987-43a6-82ae-0adf0e78327d,RANKED_SOLO_5x5,GOLD,I,yxe60jdA1lX6OY7UL1IzmGvSI8NHJRoTYFlT6DSk7kD94UIH,74,18,16,False,False,False,False
53286057-3611-48c0-9fb0-44a0903d467b,RANKED_SOLO_5x5,GOLD,I,gJN5GFtiqQ6bXcoelZZN0sCqvHtZrVItr56xS08vFMqSYOEj,32,27,23,False,False,False,False
0e20b4c3-8274-4db7-82bf-a46f5ae14856,RANKED_SOLO_5x5,GOLD,I,oWtRx-rt2D85X-J1TGFMLVvbWX2Z5MQJCyyLgOJjSGZNau8_,24,4,2,False,False,False,False
72d96826-7be8-414d-8ba3-6957e49bdbb8,RANKED_SOLO_5x5,GOLD,I,rjaWYUSg-p04cu12JUhDIi2drMcY-9UzJqEliwkAmFUl4BZi,11,73,55,False,False,False,False
71d3dde6-dd03-4026-9152-ffd322268eb8,RANKED_SOLO_5x5,GOLD,I,6hAFLQjd8rqche9moI6kKNn_NvqFrnhGZ7KZmwa0Rajvk1TP,73,94,95,False,False,True,False
053de11c-ee8a-47ea-9c7b-338beb2ee22a,RANKED_SOLO_5x5,GOLD,I,JXt8xxYLkX0KAyFeu1O3xV37Df36s-Bm_rJDf8ZrPHmUbdLH,13,31,30,False,False,False,False
027e11b6-5125-476e-a58b-a05f01262ae8,RANKED_SOLO_5x5,GOLD,I,U7FQb5VRvnxegFW3I4aZjgvLmkl1g8QpoY9jolY6toCdewUE,55,52,48,False,False,False,False
6475740b-32f1-4332-ae50-02a00db5f321,RANKED_SOLO_5x5,GOLD,I,w5QiKVpvAkmptXHxnIYZaixavX5QZgVGrMSVlMmZxUWMfyfn,60,22,9,False,False,False,False
47ee7d5a-6448-4b5a-94cc-0c0c4480b5a3,RANKED_SOLO_5x5,GOLD,I,yE0KNkhfhBQ4xOLOcMwMuryu7JzTG63y1dn9g9DfMQVwhoQi,54,19,21,False,False,False,False
24f65f70-4406-49ee-9714-8ce827fb02f2,RANKED_SOLO_5x5,GOLD,I,R-H8BiNUW2M1hzmm2U27zdkUJS_EoOvwiD0q2n2UZ2iXMxnN,75,27,32,False,False,True,False
a439af20-a660-4aff-aa35-8ee5bb92aafd,RANKED_SOLO_5x5,GOLD,I,x4EAj1DYKHUTyxqIvTNx99jmBNfklrXh_1bxJj-we74sNBC1,38,57,54,False,False,False,False
210ba4e5-79e4-4240-86d4-a467d2e2c7c7,RANKED_SOLO_5x5,GOLD,I,izY6mJd2hDG6rk0UWc-YKIETgWSzEnMNHeGozaJOxCC1hKGt,3,82,75,False,False,False,False
5d928fdf-8f9b-4b8c-a64d-194ace8ca5ae,RANKED_SOLO_5x5,GOLD,I,LOLz4In7q2JpViVgI7cpt7PjwDj5-JR4YCxWAhsf5_HqXzLh,97,3,2,False,False,True,False
32a0e7e4-96b1-4576-8783-6d1939a3e632,RANKED_SOLO_5x5,GOLD,I,dBsacJvzfBebM7PuGz3F5KpMpeA4aNoSSjBqz_LoGeIr5mdb,48,46,51,False,False,True,False
61074554-8ee8-4b43-b54c-3e822520967b,RANKED_SOLO_5x5,GOLD,I,xug3WRpy0Uja0hxmiYdIdt3FF7fQts4PYPQ31P3DEU9Pxk_3,75,29,31,False,False,True,False
ce2693fa-76f4-4014-9d12-aa2425e0f557,RANKED_SOLO_5x5,GOLD,I,R2M8_LtMU89LG1GOx4UYcU9t-2p7FcNPpGprCpQ-qND9A_Ot,21,6,1,False,False,False,False
b19db5da-beda-4b90-ba42-703a65c044c2,RANKED_SOLO_5x5,GOLD,I,mcUbmuqam4qJNDWmn4xH4b6czh9zIZpxc4ObSzrBcAb4wAfy,52,5,2,False,False,False,False
aaaf0d5d-134c-47b8-8e00-1d2d98f6a584,RANKED_SOLO_5x5,GOLD,I,qgagrZ8Q_VWZQOdkE_SX1fA2l5skppmLrbhHTqx9gsgogqn1,92,3,2,False,False,False,False
a2223f71-e5ae-4478-80e5-0385f37c8c7d,RANKED_SOLO_5x5,GOLD,I,MueCG_cwbQxLjoGO0YwtAvL9O2b8mT3pjKvUL6B28q_FmhO3,36,2,3,False,False,True,False
c4bd9659-af2a-45a4-9bb2-a4b40a73dd0e,RANKED_SOLO_5x5,GOLD,I,QoCUciRe0zWqZQVcaPDuQ1Km9D1g2iNNqOPtBrEksWCzT4zj,76,1,4,False,False,False,False
1d66d56e-5f79-40da-ac78-86bb6a960b0a,RANKED_SOLO_5x5,GOLD,I,KZyS96UbjSc3QU8Kt0xMaPlhCXiGD9cVpfJn3xHBCLSLdkSH,13,29,25,False,False,False,False
55b76580-7102-42ed-9c92-6f1541f21560,RANKED_SOLO_5x5,GOLD,I,TbYMyBAUXAvNO2f-SK3BHMM5NnZDjzmIZ-7rnKVGs2T8rUSd,72,30,31,False,False,False,False
53b26cb1-89f4-441f-be08-20147e639536,RANKED_SOLO_5x5,GOLD,I,x5swy7DfxWlD5y51MjBZa9WKqhSV3Sp97Tx6QLdUB1bkOkNT,65,36,32,False,False,False,False
89acbcd5-8c1e-48f8-bfbb-c7e1e7e33a1a,RANKED_SOLO_5x5,GOLD,I,0xVHOAVP1zBE6B3JziN1R5qbB_n8BGcbKgmpAwCO9PAct_Zd,5,44,54,False,False,False,False
c296767b-8812-491e-95f7-0b7a220a6c64,RANKED_SOLO_5x5,GOLD,I,p8Utn0H1_qYCw8n7L9cSesnImYleGQp_LyGnA4zRGkOkPEzl,26,7,6,False,False,False,False
f61c93b2-1e0b-4bc7-82ba-50fbeb971e02,RANKED_SOLO_5x5,GOLD,I,9pahedBOIosuyrbO0yfrKcT6Eo03L0fUp2-PYqhlfzfREo2T,41,13,12,False,False,False,False
23f5efc6-5f44-4157-bd72-2b0eba6c0af4,RANKED_SOLO_5x5,GOLD,I,qSBeyWsR1YjUJ6moMsaSLPaTCfkCvkdSgj4jYMWA9dbQpFrF,36,2,3,False,False,False,False
524f7371-829c-48f8-91e2-6cc99d8c5704,RANKED_SOLO_5x5,GOLD,I,mHG7VP9ApJIExId-pmHwK5Fsyd-gi9x1oLMTHHgiEDZt5hD4,80,7,6,False,False,False,False
0dee98a1-afdb-4d11-98e6-a0cf57343e7d,RANKED_SOLO_5x5,GOLD,I,Zmk6JfkD3RNbAju66n0BAm1_pFihz0ZjkYv7GpZ-7i6EAM72,23,36,32,False,False,False,True
be135c60-3496-45a0-b086-25112f7317f6,RANKED_SOLO_5x5,GOLD,I,idBD-BaEX022LtivMDa5Derg6LSNIQPLgqjAqfZr7U_hJfEG,50,4,5,False,False,False,False
cb3c7315-2fba-4953-8523-b7e46d1206b0,RANKED_SOLO_5x5,GOLD,I,XQ94djR-1oYmU3WDyyK2XMA3oLVic9mZ1Db9elKSHYWt95h5,10,36,23,False,False,False,False
b61d2a8b-88ea-433a-a70b-67f6ec7caa2a,RANKED_SOLO_5x5,GOLD,I,n29HR1Iz3oLqLhF6rjWHTAobqKJcV_kvZGl8n5WfTFYijBTR,25,17,18,False,False,False,False
580f7f4b-f6ce-44d4-8510-368e2e533fe0,RANKED_SOLO_5x5,GOLD,I,XnsGRT6mKpG0gfY2cMT2JSt5jgOWSNegrz0BpHHxBvlausqn,74,40,27,False,False,False,False
9c28236e-b822-47bd-9995-7c5250cd2762,RANKED_SOLO_5x5,GOLD,I,l2i9P55yFr7_Tf7gLtybPjOn9cfz4b47pXDBtDoRHVhRdciY,5,10,4,False,False,False,False
d9b818e9-5674-4dc2-828a-c0f578dadae2,RANKED_SOLO_5x5,GOLD,I,iIFuDkuAUm-1a8oKpvA8Ho-ItdMvjPb_fFxgPKr0QCKyVNDw,97,3,2,False,False,False,False
be088dde-ec3f-4f2e-b9b0-bd3176c950f0,RANKED_SOLO_5x5,GOLD,I,wPLPYzwnJIKSDXqKeWajDhwAbXYKUOA031WZweAmiE0YsW8f,29,147,137,False,False,False,False
1dcae250-8f85-41ca-a6cf-7db712af5223,RANKED_SOLO_5x5,GOLD,I,2flgeym9ufDwERdY7eZ9C7M-lso_Z-vnlisRRkDlrYS1-_rN,29,4,10,False,False,False,False
17b0f3a5-59f6-4b73-a703-6ef2cf2780cd,RANKED_SOLO_5x5,GOLD,I,rqi8CIOvKNXWn6XogjIVL07vvfBPkJUwfPUs8WQxaSgwUSdg,70,1,4,False,False,True,False
90e187f8-1332-4760-8285-e900cd3beed5,RANKED_SOLO_5x5,GOLD,I,LX_s_a9UFEyUIObY0heZ2HFDGs1IMv--5VnElS3o5n3nqURI,34,34,29,False,False,False,False
0ef9a52d-447b-483c-8d8e-4e57209d40f3,RANKED_SOLO_5x5,GOLD,I,HDtMabgzRByluCeeuqqGrRGSbl_jhU4jlloZgZBZXI-lNZzW,66,50,56,False,False,False,False
a938508f-a531-46c4-a128-fb44e60e6288,RANKED_SOLO_5x5,GOLD,I,jCMd9FplK1T0HVksZbhreD7q1DVPSjJ85glFFuM3G1qZB1DE,70,3,3,False,False,False,False
1fc92c57-5978-4c5b-8737-48962620b8d6,RANKED_SOLO_5x5,GOLD,I,ft75f18hkg613rnNwjRf4RNtLbGEEn2bwO6F7f8Sa-3Mady3,12,7,9,False,False,False,False
b8584ba2-e887-4c06-97e0-4a652eee3dab,RANKED_SOLO_5x5,GOLD,I,jPXEayu2Ad5qwGAUDpNso1jLo7J9g2gYMrNT_VdvvQqNkAYL,95,3,2,False,False,False,False
ffdb56b8-2a7d-43d1-80c8-6ee83082b6ac,RANKED_SOLO_5x5,GOLD,I,TszjMX3pAwR0r58cvnb1js_T9M_T1yz2ZyS1mtQ72Y7L8cm2,50,5,2,False,False,True,False
5cf48332-3d63-4af5-be52-314dccefb2b9,RANKED_SOLO_5x5,GOLD,I,x5Dqtko_lkBMks88VMVUJBuyjgk0gD7hJl0QcqLKfsZYV-np,11,7,3,False,False,False,False
fdc743fe-9011-4f3e-bcb6-48d023e7ff98,RANKED_SOLO_5x5,GOLD,I,n-Nco1DnDZLXXZ_OF50CTciqjXg88aDm4uTy38Qlxr5Rq_vB,17,7,3,False,False,False,False
86722e20-42fe-4c68-8e84-5e59abf364ce,RANKED_SOLO_5x5,GOLD,I,BSozWv9B1BEqnAwxTpmP_uO_NrMl14cjDNr77f_FOb81B-12,25,11,0,False,False,False,True
b8584ba2-e887-4c06-97e0-4a652eee3dab,RANKED_SOLO_5x5,GOLD,I,jPXEayu2Ad5qwGAUDpNso1jLo7J9g2gYMrNT_VdvvQqNkAYL,95,3,2,False,False,False,False
ffdb56b8-2a7d-43d1-80c8-6ee83082b6ac,RANKED_SOLO_5x5,GOLD,I,TszjMX3pAwR0r58cvnb1js_T9M_T1yz2ZyS1mtQ72Y7L8cm2,50,5,2,False,False,True,False
5cf48332-3d63-4af5-be52-314dccefb2b9,RANKED_SOLO_5x5,GOLD,I,x5Dqtko_lkBMks88VMVUJBuyjgk0gD7hJl0QcqLKfsZYV-np,11,7,3,False,False,False,False
fdc743fe-9011-4f3e-bcb6-48d023e7ff98,RANKED_SOLO_5x5,GOLD,I,n-Nco1DnDZLXXZ_OF50CTciqjXg88aDm4uTy38Qlxr5Rq_vB,17,7,3,False,False,False,False
86722e20-42fe-4c68-8e84-5e59abf364ce,RANKED_SOLO_5x5,GOLD,I,BSozWv9B1BEqnAwxTpmP_uO_NrMl14cjDNr77f_FOb81B-12,25,11,0,False,False,False,True
82f91b98-ef20-4333-aac4-f02b2b10ed63,RANKED_SOLO_5x5,GOLD,I,W0ore9VO35Mcdds717NUssxMn7LmByPv09q2QovC457tU-b8,9,21,19,False,False,False,False
31c87f26-86eb-431f-a738-2f23225621ea,RANKED_SOLO_5x5,GOLD,I,fI-BSf1oxCv7CYqY2cJT9eh99Gn2rjF40khRV4YdoV-zDPRZ,9,5,5,False,False,False,False
db79eaa4-f938-4a11-8cad-7744aaa3f793,RANKED_SOLO_5x5,GOLD,I,-kPCQ_KhkHZiXMavPcQ_cII7mhy-Vxrxvrccej6NtG5tBWYL,41,21,15,False,False,False,True
e610606f-992f-492e-84dc-a413accc0bd1,RANKED_SOLO_5x5,GOLD,I,jjqQDMZaEhglratnWKECAJc0jgCDUVENpRMxtfomnniSet2s,86,99,98,False,False,True,False
449accbf-062c-4840-9bd1-6990adc4cfe1,RANKED_SOLO_5x5,GOLD,I,lYNtvM3eZgCT0BQBEbyc43qQR9in-hRuiJKxugOE_CC65TIx,31,71,66,False,False,False,False
2e95cf48-7e4c-4f29-9f8b-e8fa0bf4cf91,RANKED_SOLO_5x5,GOLD,I,mWn-E7mJVKWICI9Dp93q9k3MNFr-7hUWtzvIWy-ZPyZF0ffH,34,48,44,False,False,False,False
c93293a9-a49b-4c2c-a3a7-91f40106caa4,RANKED_SOLO_5x5,GOLD,I,0V_bq-xXDfdoJ2Rj_Qlx7DKyvxAkKkmv3FwVynVi-ieH2z3b,6,27,24,False,False,False,False
5856fb7c-3a33-4a4a-8ec6-0d64397c00c3,RANKED_SOLO_5x5,GOLD,I,yDuqDbCW1JA3lcyd0MGFwHhn8efQeGvzJ34JSURCzkmQpNO7,14,25,29,False,False,False,False
15909e02-bf69-4787-a830-121831732f4b,RANKED_SOLO_5x5,GOLD,I,BbfgI0XyAEN7hNujiCeeqyEq-t-Zp38u5k7vjmRcmv1gnLDF,10,20,12,False,False,False,False
6cfe1fa5-0a46-485d-965c-c3ef1ecf805f,RANKED_SOLO_5x5,GOLD,I,Vl28IEDA0YPqpji3yuJ4dTg-ZiMtPUIOs0he-971r_1sqaLI,76,1,4,False,False,False,False
17d4fcf3-e159-4302-83ce-edbe7b0b2750,RANKED_SOLO_5x5,GOLD,I,f4sdR6QzCs6o_ObUrmLVOIefCwPH49lPf4Y84T0fjzeMOvQS,14,152,150,False,False,False,False
f65a4de5-5cb9-47d9-8e44-3d4f5dec69ad,RANKED_SOLO_5x5,GOLD,I,iTdyFN6LOKv1cWmi5lRPS2VBtPz_PGgKUQiIqpS_rCZrEWI9,55,22,14,False,False,False,False
adfd83af-195a-4384-9602-10394129a2a5,RANKED_SOLO_5x5,GOLD,I,zcB6tMD56Yh1Yf9Ctj9ARbXVzYS0MWmK5SmVvhmj6fw3n3Bm,8,15,20,False,False,False,False
947dfbc0-63ff-4721-b2e0-90f70b71f8fe,RANKED_SOLO_5x5,GOLD,I,flL6wkB-nNkeMq4w9Wl6lMEPCLgJtzUSFpJo2Bvld8Hsf09_,68,15,1,False,False,False,False
30a28253-8d49-485d-a25e-c488a29ad196,RANKED_SOLO_5x5,GOLD,I,4lhetYJGDZRAKwCuPgnHwtbXmym0fHKAs8EPuPWKJJ7uePe-,25,2,4,False,False,False,False
71a3ba1f-07e4-4bed-9d38-d9b378382c08,RANKED_SOLO_5x5,GOLD,I,bTvSAWGe0yVD2gSlh2hMLHXf6fgd4dPjzTl-hYVkRjhiwuTb,2,68,50,False,False,False,False
f080c75a-8f7b-46cd-b02b-ccbcaad116ca,RANKED_SOLO_5x5,GOLD,I,qvuqlAoWPH4yd6ZLAJNyqyjtgQpUCRpnZqL-wAIivqxE953O,75,33,33,False,False,True,False
71a3ba1f-07e4-4bed-9d38-d9b378382c08,RANKED_SOLO_5x5,GOLD,I,QrdW0y1sZZ2g5aCkNt0CoVYDEBrFpxkP5TECvx8Ezu59TC3q,7,32,39,False,False,False,False
ddfbb0ca-d6ac-4148-bdf8-17f59181d7f0,RANKED_SOLO_5x5,GOLD,I,W9GQZ9xWyJJCgjNVt3slsH0KAKrgtPmo9OfigCg4yS48mvfs,36,30,34,False,False,True,False
48acb53e-757c-4ea8-957f-449e4ef18a84,RANKED_SOLO_5x5,GOLD,I,pBbKyze_8C04iNQgsRZoZTJCnCDmHZq8vVgoKWshE9Y3KWjF,68,2,6,False,False,False,False
b99470fb-5691-491b-90d1-9b4801199a07,RANKED_SOLO_5x5,GOLD,I,-X8FVDtFMMtVsAliZ75z78-Lg4QZfVOQRtr5aFt6RJikY4GT,6,14,13,False,False,False,False
76d2c364-b6a6-4688-a27b-b76b2ead61d8,RANKED_SOLO_5x5,GOLD,I,QBIQEWuivc0LIB2eCaBstu1uOVjAO8BY7IzJYO_gHbcfRwhK,70,9,4,False,False,False,False
2f822054-283f-4de1-9045-606bf810f27c,RANKED_SOLO_5x5,GOLD,I,tLVMswpNhRrLoOJzdvZJlY7IJKsHaCmW03bpJ0BomCEXxESV,2,9,2,False,False,False,True
2f54ba50-dbf0-4dcb-8b44-b60676b7c1b6,RANKED_SOLO_5x5,GOLD,I,VQ6oEWGP3dMJpSiUsRIrCyY8TSAt320vm2GxJX_uIWhR2zJy,18,17,25,False,False,True,False
95cca176-24ec-4d4c-bc11-929c2a47ff47,RANKED_SOLO_5x5,GOLD,I,w323r0QO8pC9xfhtfPYwrPsQdovzw0gf0t8ZgsMZhLv4jpNf,15,38,34,False,False,False,False
fffd266d-8bc2-400f-a0c0-c41def20375b,RANKED_SOLO_5x5,GOLD,I,M_Xa1YkGj1RaBmqYrMkftdy7F9kjdzjC3Wpc3-lwOhGjMTJ4,88,58,58,False,False,False,True
ae74757e-e855-45d1-87cb-8dff5da1f830,RANKED_SOLO_5x5,GOLD,I,2vdM26MZ3boakiTevm8ive7ZIRcC5XuQukh5AIkYsxDraaBt,80,6,4,False,False,False,False
e64d73f1-428c-4963-a742-5f3da115ea79,RANKED_SOLO_5x5,GOLD,I,xWFge1LJYXkEtKIW0Kz8N3ujldoKP_BAOP3PO9HsBgxcqWow,67,192,187,False,False,True,False
ce684f0e-a8a0-4582-9174-6a4c31376463,RANKED_SOLO_5x5,GOLD,I,n3BTnnHl_ztP0hkX44LQeipQAPDkJBZPogxM0b5t865ScEHc,75,58,46,False,False,False,False
a05eca15-3be0-4100-a0b3-e472679ec9f7,RANKED_SOLO_5x5,GOLD,I,52GaPyGI1AI1Fpf6JUzeNZX2c5W3JLkMu0JMorVR6-0AdSLZ,62,40,33,False,False,True,False
392e9b0f-6911-48fe-8b1b-2f6e94533aa0,RANKED_SOLO_5x5,GOLD,I,Q6JLav2ssT9Lk6DwEAQLjQ-jP9XFEY3O3jbhkXPnDJcqUYpc,16,32,46,False,False,False,False
9c9769ef-e166-42d2-ac4a-4d1466fdff4e,RANKED_SOLO_5x5,GOLD,I,0b9vQj3nkEe4np8xTYacB5wHB6IsQq4N2BEhkZi2NMR1rzvC,18,8,5,False,False,False,False
75d4bc28-3266-4c2e-ab79-bd176738e663,RANKED_SOLO_5x5,GOLD,I,PXPhUDJn9Yv9DalBIEaheN-bqchlbqyB5W3FxJuLCEYhgGN3,18,17,5,False,False,True,True
fd5bd5d3-ccbe-4c90-91e4-2a9eb6cfe305,RANKED_SOLO_5x5,GOLD,I,4ImlutjIYof6VZ9HJxW1bAjrl2S4GL6CI0M8nFhfygR8aAg7,32,135,117,False,False,False,False
c3b467db-31b8-4444-91f5-e9fe1a832a52,RANKED_SOLO_5x5,GOLD,I,4OhN-ydeiaAHZqhLVV9FFZyR76aEgXHWR_iJRqXIIHQ_Z36a,18,6,0,False,False,False,True
b30f782e-97cb-40a6-972a-1ab0f4083c4d,RANKED_SOLO_5x5,GOLD,I,rrNlrKYEQhf_Ncb8yU-foM9QHXX9EsV60UDAmhMAyUefgJlv,14,71,63,False,False,False,False
ac8543f5-6c34-49dd-a6dd-b3f56d09f20f,RANKED_SOLO_5x5,GOLD,I,tufPUpp5L9BaAFfj1f03E-syCZPQhKN6j-5y3dgx8EAk16vu,98,5,5,False,False,False,False
7cfe8cb8-bb79-4826-b0d3-1e56dca1713b,RANKED_SOLO_5x5,GOLD,I,ZN-GyLFrqXHe0NvVOBASIZh4G-4nafwBADPYAgdo3YYFAzA9,38,2,3,False,False,False,False
b26937de-d6d3-4367-a496-49184c5bc028,RANKED_SOLO_5x5,GOLD,I,nAi-gFQeq8fdQ9UO7ikTmGRZC_cBgpJRNTHEnj8v6k6RiGYR,43,6,5,False,False,False,False
ed7e2814-9a50-4ba0-92fb-29634b7ea15e,RANKED_SOLO_5x5,GOLD,I,ExYde9xXJut4HPZWYp8xBeY5ACuEV7jF7MJ0TT0CPawZQw3O,12,60,56,False,False,False,False
871e6f17-28dd-4c1c-8fb4-cc0e04a5b54e,RANKED_SOLO_5x5,GOLD,I,ugYu76eMMChwOXmfJcK_xpJb2SlSxneHtAsi7kNqZAz9uDla,76,7,6,False,False,False,False
c9eeddcb-a27e-4213-a7d9-330ccc579cf6,RANKED_SOLO_5x5,GOLD,I,UOn904lAxf2X8MP5g66059i3rUnFQDKonuuU16OHKv-R_jMh,56,8,2,False,False,True,False
