matchid
NA1_4904306556
NA1_5121130531
NA1_5154893293
NA1_5168741875
NA1_5145716650
NA1_5172710989
NA1_4858895178
NA1_5169363368
NA1_5158940095
NA1_5158268246
NA1_5171132654
NA1_5100701717
NA1_4967953898
NA1_5121530265
NA1_5173158955
NA1_5157771923
NA1_4949647822
NA1_5150479233
NA1_5138360872
NA1_5135403834
NA1_5160545259
NA1_5176991182
NA1_5017902683
NA1_5158215052
NA1_5165615471
NA1_5163303099
NA1_5177746925
NA1_5111660703
NA1_5165353708
NA1_5155323548
NA1_5177843479
NA1_5010239641
NA1_5168673352
NA1_5168014701
NA1_5149742225
NA1_5125805983
NA1_5174803356
NA1_5144701642
NA1_5107062574
NA1_5171464977
NA1_5176570204
NA1_5009636108
NA1_5108985428
NA1_5026276371
NA1_5166798982
NA1_5172350630
NA1_5136335807
NA1_5145349356
NA1_5156849320
NA1_5176124070
NA1_5152273911
NA1_5173126105
NA1_5112930643
NA1_5143038857
NA1_5178552646
NA1_5159708385
NA1_5141885458
NA1_5159612512
NA1_5176790502
NA1_5128892041
NA1_5030075443
NA1_5176669150
NA1_5145118821
NA1_5174011607
NA1_5161095814
NA1_4885280251
NA1_5152416654
NA1_4681149406
NA1_5129712663
NA1_5175897450
NA1_5149093238
NA1_5176837909
NA1_5155194863
NA1_5157212066
NA1_5140125502
NA1_4638071065
NA1_5155022168
NA1_5023554321
NA1_5177266224
NA1_5063871166
NA1_5134720888
NA1_5146909413
NA1_5143935105
NA1_5174120646
NA1_5177231842
NA1_5070366640
NA1_5137753456
NA1_5070199901
NA1_4963121971
NA1_5178427749
NA1_5158176727
NA1_5133532690
NA1_5112573126
NA1_4837841647
NA1_5037080855
NA1_5151965759
NA1_4906247373
NA1_5105883470
NA1_5156477819
NA1_5144592348
NA1_5158505329
NA1_5101886491
NA1_5175686533
NA1_5174735399
NA1_5170377801
NA1_5165858690
NA1_5138774763
NA1_5168390222
NA1_5156836728
NA1_5154587632
NA1_5154209595
NA1_5135871674
NA1_5158527832
NA1_5177170372
NA1_5174275894
NA1_5144142143
NA1_5170791295
NA1_5175693205
NA1_5157194822
NA1_5173486096
NA1_5137752792
NA1_5145332175
NA1_5177386188
NA1_5090778768
NA1_5158506400
NA1_5178034456
NA1_5147932576
NA1_5145587388
NA1_4655450793
NA1_5167544775
NA1_5111793906
NA1_5172562007
NA1_5135187025
NA1_4794217977
NA1_4975752233
NA1_5175455311
NA1_5176316822
NA1_5172530394
NA1_5176829599
NA1_5174165882
NA1_4892335385
NA1_5161626979
NA1_5157904080
NA1_5174311113
NA1_5136528921
NA1_4880198141
NA1_5090571875
NA1_5170430485
NA1_5173282844
NA1_5160500028
NA1_5156312564
NA1_5172897884
NA1_5169924825
NA1_5169405095
NA1_4940316868
NA1_5133846223
NA1_5137462874
NA1_5154393349
NA1_5079680344
NA1_5117779839
NA1_5174607129
NA1_5155473401
NA1_5033961795
NA1_5121997161
NA1_5168221264
NA1_5140341290
NA1_5168721771
NA1_5142357447
NA1_5174484932
NA1_5153148499
NA1_5175936869
NA1_5011150082
NA1_5010441292
NA1_5080755207
NA1_5172689777
NA1_5172339624
NA1_4729655591
NA1_5162482920
NA1_5138025787
NA1_5167372442
NA1_5166284482
NA1_5134545441
NA1_5177014082
NA1_5152343938
NA1_5130972587
NA1_5153818327
NA1_5157952737
NA1_5136046753
NA1_5141792545
NA1_5173385351
NA1_4932519945
NA1_5165920974
NA1_5174116982
NA1_5167127970
NA1_5113208981
NA1_5154170963
NA1_5002234836
NA1_5173743415
NA1_5099135628
NA1_5139265271
NA1_5150747699
NA1_5157104090
NA1_5137285325
NA1_5081287562
NA1_5132274468
NA1_5174554871
NA1_5174743144
NA1_5174907768
NA1_5172091246
NA1_5034314160
NA1_5178053840
NA1_5162723851
NA1_5154650707
NA1_5172670100
NA1_5157091211
NA1_4974566330
NA1_5165643971
NA1_5174960154
NA1_5023422937
NA1_5175332945
NA1_5155013714
NA1_5173694880
NA1_5146444912
NA1_5170466244
NA1_5121897458
NA1_5145311052
NA1_5165333728
NA1_5000574665
NA1_5177272102
NA1_5166721278
NA1_5101828694
NA1_5142861624
NA1_5106974968
NA1_5134202972
NA1_5155337097
NA1_5144069894
NA1_4919567569
NA1_5152373499
NA1_5123810610
NA1_5097921624
NA1_5171806786
NA1_5065790086
NA1_5156842337
NA1_5176557918
NA1_5148759946
NA1_5118177835
NA1_5145179324
NA1_5154927165
NA1_5129956403
NA1_5174447107
NA1_5143597285
NA1_5038638353
NA1_5138132901
NA1_5163850953
NA1_5149878908
NA1_5175461407
NA1_4882865313
NA1_5150941206
NA1_5174651027
NA1_4930878463
NA1_5172150741
NA1_5178477951
NA1_5175691346
NA1_5013883043
NA1_5142092428
NA1_5169614284
NA1_5174024793
NA1_5129984655
NA1_5167728596
NA1_5178305496
NA1_5159023353
NA1_5173121250
NA1_5153118311
NA1_5169035731
NA1_5118246885
NA1_5018722896
NA1_5144440628
NA1_5164492401
NA1_5170790583
NA1_5147200456
NA1_5138664381
NA1_5176184223
NA1_5130261881
NA1_5177677252
NA1_5155505638
NA1_5136459696
NA1_5178503271
NA1_5176168272
NA1_5171526458
NA1_5174989500
NA1_5128135220
NA1_5145529139
NA1_4898139490
NA1_5164831626
NA1_4907402792
NA1_5178280738
NA1_4836256807
NA1_5037805105
NA1_5166492683
NA1_5171901727
NA1_5027253488
NA1_5169359286
NA1_5172236468
NA1_5176318828
NA1_5074606123
NA1_5088700879
NA1_5173347931
NA1_5103434071
NA1_5030636540
NA1_5169402785
NA1_5169131788
NA1_4971134070
NA1_5167967624
NA1_5155110632
NA1_5152193008
NA1_4982422395
NA1_5142748361
NA1_5162771231
NA1_5144973876
NA1_5155028543
NA1_5173192587
NA1_5163159667
NA1_5000075237
NA1_5170414727
NA1_5153601868
NA1_5158055465
NA1_5152298331
NA1_5168439711
NA1_5169917737
NA1_5170267488
NA1_5175647184
NA1_5163638805
NA1_5155267049
NA1_5123134939
NA1_5047248240
NA1_4990658752
NA1_5177969969
NA1_5165259172
NA1_5119658704
NA1_5108686198
NA1_5169725852
NA1_5159214841
NA1_5175105054
NA1_4967236656
NA1_5124378200
NA1_5154518270
NA1_5017404106
NA1_5145042661
NA1_5166252007
NA1_5024139723
NA1_5158267404
NA1_5169070195
NA1_5147721016
NA1_5140605526
NA1_5157121007
NA1_5075565836
NA1_5141559677
NA1_5146855514
NA1_5029095947
NA1_5121295212
NA1_5093981793
NA1_5164297852
NA1_5010560751
NA1_5148281523
NA1_5130188891
NA1_4835653909
NA1_5174891833
NA1_5176088959
NA1_4957713728
NA1_5096508814
NA1_4983060990
NA1_5168418710
NA1_5176728150
NA1_5171982057
NA1_5133519452
NA1_4946637305
NA1_5163561973
NA1_5138716094
NA1_5176066022
NA1_4764414369
NA1_5173175159
NA1_5147610377
NA1_5156738244
NA1_5141399934
NA1_5160273238
NA1_4913725103
NA1_5147721882
NA1_5164169757
NA1_5060932697
NA1_5151950590
NA1_5166479069
NA1_5138231463
NA1_5154680293
NA1_5159580759
NA1_5146421838
NA1_5128501488
NA1_5162554264
NA1_5174628408
NA1_5146365548
NA1_5123397058
NA1_5154276789
NA1_5165590861
NA1_5161521832
NA1_5142591737
NA1_5127633502
NA1_4884241731
NA1_5039949718
NA1_5138444516
NA1_5140762070
NA1_5140789066
NA1_4924990050
NA1_4851154770
NA1_5125632561
NA1_4918654440
NA1_5156399475
NA1_4995178398
NA1_5177537706
NA1_5142600611
NA1_5178436685
NA1_5175105282
NA1_5141346432
NA1_5143602927
NA1_5164688885
NA1_5096260343
NA1_5147169911
NA1_5175588266
NA1_5145213419
NA1_5178019588
NA1_5175952671
NA1_5153634964
NA1_5117910212
NA1_5107595174
NA1_5154118261
NA1_5157063869
NA1_5166324672
NA1_5145680968
NA1_5138217453
NA1_5164815810
NA1_5126075292
NA1_4945164299
NA1_5156203785
NA1_5074449983
NA1_5176795989
NA1_5154566471
NA1_5166909265
NA1_5143910000
NA1_5164576427
NA1_5133971691
NA1_5021453243
NA1_4903732775
NA1_5152431181
NA1_5098428881
NA1_5142125714
NA1_5169150669
NA1_4963154113
NA1_5120299836
NA1_5097304727
NA1_5175308380
NA1_5155699826
NA1_5154061736
NA1_5144502401
NA1_5136672479
NA1_5169304190
NA1_5037031352
NA1_5172497912
NA1_5171637071
NA1_5175153228
NA1_5173381782
NA1_5151557903
NA1_5157823654
NA1_5069320193
NA1_5155462658
NA1_5167045953
NA1_5174835194
NA1_5138972061
NA1_5172186608
NA1_4994546198
NA1_5176617824
NA1_5151492250
NA1_5168412797
NA1_5157658703
NA1_5128552616
NA1_5170797546
NA1_5095621156
NA1_5177708448
NA1_5155962523
NA1_5157358705
NA1_5178233745
NA1_5005620146
NA1_5121131087
NA1_5173580562
NA1_5175241161
NA1_5166094401
NA1_5135259946
NA1_5171438247
NA1_5135981018
NA1_5033607459
NA1_5086692906
NA1_5144680745
NA1_5132339372
NA1_5150346234
NA1_5153266111
NA1_5127211591
NA1_5147456408
NA1_4883939070
NA1_5155308960
NA1_5130675256
NA1_5168105825
NA1_5157863705
NA1_5092642847
NA1_5119775234
NA1_5163134886
NA1_4743454375
NA1_5001721706
NA1_5116475260
NA1_5154129739
NA1_5177656962
NA1_5146517748
NA1_5139608090
NA1_5172408392
NA1_5154965331
NA1_5178132871
NA1_5136190201
NA1_4830763704
NA1_5173653408
NA1_4986316547
NA1_5090887384
NA1_4918855002
NA1_5096416535
NA1_5156140158
NA1_5124933291
NA1_5172917863
NA1_5152579914
NA1_5159637969
NA1_5127413722
NA1_5167771376
NA1_5106687673
NA1_5171883915
NA1_5152202262
NA1_5125998923
NA1_5168294850
NA1_5164209902
NA1_5044979985
NA1_5143595787
NA1_5138516821
NA1_5163633573
NA1_5103241465
NA1_5176555828
NA1_5176336669
NA1_5174036025
NA1_5162381420
NA1_5178049770
NA1_4714753404
NA1_5008539258
NA1_5169984437
NA1_4986794538
NA1_5106547755
NA1_5152362897
NA1_5174424943
NA1_5166059449
NA1_5110060348
NA1_5127432704
NA1_5131415239
NA1_5133747340
NA1_5178152635
NA1_5158233910
NA1_5176801070
NA1_5168410957
NA1_5176968425
NA1_5146069444
NA1_5174040915
NA1_5166031007
NA1_5132714171
NA1_5155350321
NA1_5127021625
NA1_5120996773
NA1_5141411766
NA1_5178209426
NA1_5154138914
NA1_5175118511
NA1_5145455447
NA1_5128167685
NA1_5137916955
NA1_5077849156
NA1_5139074311
NA1_5177025885
NA1_5121327525
NA1_5131409782
NA1_5160450169
NA1_5134638934
NA1_5104897461
NA1_5140687308
NA1_5138883251
NA1_5168398077
NA1_5019633866
NA1_5152172737
NA1_5161493997
NA1_5176709767
NA1_5105701085
NA1_5163964729
NA1_5140591512
NA1_5149192501
NA1_5139923899
NA1_5154348738
NA1_5168023120
NA1_5112781461
NA1_5113074449
NA1_5168337895
NA1_5142979445
NA1_5107912919
NA1_5156893140
NA1_5172209725
NA1_5175280592
NA1_5177278590
NA1_4742291334
NA1_5126884570
NA1_5118287080
NA1_4780787977
NA1_5079629430
NA1_5136910790
NA1_5044567014
NA1_5176036746
NA1_4788086992
NA1_5153033739
NA1_5157311133
NA1_5152928487
NA1_5141446161
NA1_4986651480
NA1_5153081188
NA1_5147644306
NA1_5173265069
NA1_4802903829
NA1_5169172905
NA1_5165463877
NA1_5117776321
NA1_5172024585
NA1_5162285566
NA1_5170132954
NA1_5140638455
NA1_5174475182
NA1_5153503846
NA1_5166532258
NA1_5135022674
NA1_5153607175
NA1_5144853693
NA1_5166323286
NA1_5114319523
NA1_4993353938
NA1_5143194091
NA1_5168930000
NA1_5123009771
NA1_5148857610
NA1_5163748352
NA1_5170443293
NA1_5172003590
NA1_5175754872
NA1_5168868629
NA1_5153982516
NA1_5145043089
NA1_5173112284
NA1_5158877300
NA1_5109172659
NA1_5174905743
NA1_5153517200
NA1_5175963449
NA1_5175331638
NA1_4891595593
NA1_5146663807
NA1_4942774250
NA1_5144368862
NA1_5158885393
NA1_5172032636
NA1_5130900816
NA1_5134379011
NA1_5166537766
NA1_5149675127
NA1_5138195352
NA1_5143388662
NA1_5176719297
NA1_5107087942
NA1_5002294372
NA1_5136296893
NA1_5067002746
NA1_5129413648
NA1_5143079957
NA1_5156367259
NA1_4957563743
NA1_4733900015
NA1_5151702729
NA1_5166695962
NA1_5173365667
NA1_5167347279
NA1_5174469335
NA1_5177031124
NA1_5160284480
NA1_5176055736
NA1_5160969511
NA1_5140394321
NA1_5176065424
NA1_5144923424
NA1_5173760759
NA1_4973581667
NA1_5167004869
NA1_5172244957
NA1_4841586499
NA1_5137598846
NA1_5155990762
NA1_4711012876
NA1_5134582297
NA1_5143534143
NA1_5128963224
NA1_5132116803
NA1_5175895312
NA1_4992597540
NA1_5160847089
NA1_5166049280
NA1_5172207649
NA1_5154736907
NA1_5026303275
NA1_5175433592
NA1_5173561904
NA1_4910051090
NA1_5168724450
NA1_5143393804
NA1_5155634945
NA1_4950501237
NA1_4781169118
NA1_5164949928
NA1_5162393998
NA1_5162341440
NA1_5028992902
NA1_5063310661
NA1_5177013946
NA1_5170471672
NA1_5108829723
NA1_5161395114
NA1_5154698121
NA1_5168186850
NA1_5173477454
NA1_5150299466
NA1_5140932005
NA1_5019576137
NA1_5146609800
NA1_5176932200
NA1_5106773292
NA1_5175302693
NA1_5166324999
NA1_5166995995
NA1_5118418014
NA1_5174438306
NA1_5137326949
NA1_5146999709
NA1_4980707144
NA1_5138751581
NA1_5160626823
NA1_5173689483
NA1_5155006765
NA1_5117275479
NA1_4994404064
NA1_5174418624
NA1_5145705559
NA1_5105862775
NA1_5174142266
NA1_5122527835
NA1_5159274477
NA1_5118119346
NA1_5160575403
NA1_5167791042
NA1_5124634892
NA1_5172839896
NA1_5155169578
NA1_5161380182
NA1_5124470748
NA1_5109094512
NA1_5014384293
NA1_5162317242
NA1_5145992986
NA1_5170738164
NA1_5153912580
NA1_5054721733
NA1_5128189916
NA1_5168708001
NA1_5176164607
NA1_5160680915
NA1_5109768682
NA1_5039581925
NA1_5029376485
NA1_5141975275
NA1_5150070120
NA1_5141532371
NA1_5178215253
NA1_5092982847
NA1_5175119118
NA1_5162365308
NA1_5150247862
NA1_5163340772
NA1_4956755790
NA1_4972776782
NA1_5151736865
NA1_5166567060
NA1_5145834675
NA1_5085737053
NA1_5134601393
NA1_5151856551
NA1_5172422578
NA1_5152685070
NA1_5169594735
NA1_5178466952
NA1_5177401717
NA1_5127939145
NA1_5173013064
NA1_5129633136
NA1_5140227511
NA1_5169986736
NA1_5132490877
NA1_5156489481
NA1_5170831030
NA1_5159588357
NA1_5068042334
NA1_5174379076
NA1_5132138408
NA1_5153490549
NA1_5171422334
NA1_5172595298
NA1_5144117422
NA1_5151004452
NA1_4933063346
NA1_5158753816
NA1_5035613366
NA1_5158595906
NA1_4842529572
NA1_5168323110
NA1_5175657312
NA1_5128627266
NA1_5177773507
NA1_4909128774
NA1_5035267701
NA1_5153273506
NA1_5173727722
NA1_5129917960
NA1_5172880949
NA1_5094094592
NA1_5159919638
NA1_5149764531
NA1_5155526383
NA1_5170894124
NA1_5154459465
NA1_5157916981
NA1_5087721476
NA1_5177019194
NA1_5172269486
NA1_5173349247
NA1_5174622979
NA1_5132635894
NA1_5165868563
NA1_5172727743
NA1_5158688259
NA1_5141934525
NA1_5171521329
NA1_5035416558
NA1_5153961473
NA1_5173915609
NA1_5172466409
NA1_5107277778
NA1_5158055384
NA1_5177212955
NA1_5173973666
NA1_4663529505
NA1_5133654740
NA1_5122649181
NA1_5178051762
NA1_4843199870
NA1_5164182318
NA1_5004385967
NA1_5152092814
NA1_4994750427
NA1_5166247191
NA1_5177645426
NA1_5087078168
NA1_4942475495
NA1_5171730388
NA1_5178063777
NA1_5160246578
NA1_5085657976
NA1_5148815088
NA1_5096270983
NA1_5109296695
NA1_5173424941
NA1_5176291618
NA1_5173741821
NA1_5159554332
NA1_5147348856
NA1_5001191336
NA1_5165754807
NA1_5133618131
NA1_5146375291
NA1_5154583168
NA1_5174448158
NA1_5176675956
NA1_5000250027
NA1_4915463855
NA1_5140799207
NA1_5164081283
NA1_4958207501
NA1_5125028698
NA1_5120603646
NA1_5166421807
NA1_5106682578
NA1_5142127406
NA1_5154491654
NA1_5118379811
NA1_5177376614
NA1_5152597540
NA1_5155763817
NA1_5148552955
NA1_5176505748
NA1_5171898208
NA1_5002348157
NA1_5175818770
NA1_5136916637
NA1_5093701219
NA1_5174321455
NA1_5174039548
NA1_5168390543
NA1_5167576013
NA1_5162230848
NA1_5170501406
NA1_5171701631
NA1_5173923414
NA1_5004624316
NA1_5145062394
NA1_5123150768
NA1_5176989082
NA1_5144329926
NA1_5169377962
NA1_5170294027
NA1_5129695323
NA1_5145640625
NA1_5139404988
NA1_5151038562
NA1_5154243950
NA1_5171490670
NA1_4752806319
NA1_5176976100
NA1_5124860220
NA1_5176392701
NA1_5172046538
NA1_5094501559
NA1_5025330016
NA1_5174019868
NA1_5176408131
NA1_5175440515
NA1_5017138466
NA1_5003265898
NA1_5037036090
NA1_5153470553
NA1_5176421984
NA1_5158163965
NA1_5170824734
NA1_5168215646
NA1_4965935416
NA1_5166149980
NA1_5130090699
NA1_5139023652
NA1_4853441902
NA1_5162409031
NA1_5130292393
NA1_5164568484
NA1_5141090842
NA1_5173347463
NA1_5170245576
NA1_5172154636
NA1_5176296576
NA1_5075234706
NA1_5146425075
NA1_5144093910
NA1_5168730561
NA1_5166641547
NA1_5171420634
NA1_5022757523
NA1_5178249658
NA1_5022941897
NA1_5164314814
NA1_5125710057
NA1_5158445357
NA1_5121092014
NA1_5169397933
NA1_5177602623
NA1_4775255497
NA1_5048401481
NA1_5171955864
NA1_5140310609
NA1_5142663164
NA1_5170494900
NA1_5161219184
NA1_5130815039
NA1_5169241069
NA1_5164858188
NA1_5159781155
NA1_5163571515
NA1_5082060524
NA1_5139565158
NA1_5166387908
NA1_5147539067
NA1_5160549066
NA1_5150381549
NA1_5132752274
NA1_5121354437
NA1_5175065778
NA1_5168664551
NA1_5134349596
NA1_5168879034
NA1_5176418540
NA1_4954094441
NA1_5177555492
NA1_5139091295
NA1_5177085781
NA1_5069208952
NA1_5176189755
NA1_5177996204
NA1_5171192402
NA1_5167674150
NA1_5061839386
NA1_5128843416
NA1_5148733376
NA1_5177294056
NA1_5161615836
NA1_4843427900
NA1_5127373043
NA1_5053044715
NA1_5168427501
NA1_5171565634
NA1_5156023783
NA1_4985043295
NA1_5164346126
NA1_5174687613
NA1_5174350113
NA1_5150230336
NA1_5153036344
NA1_5010659136
NA1_5171548844
NA1_5125513718
NA1_5082629959
NA1_5178037282
NA1_5171421431
NA1_4969646626
NA1_5167407844
NA1_5156142629
NA1_5139892353
NA1_5150275968
NA1_5019460249
NA1_4781220847
NA1_5156668476
NA1_5129880516
NA1_5000191908
NA1_5169783972
NA1_5111497014
NA1_5176476488
NA1_5123587332
NA1_5157388278
NA1_5138273677
NA1_4919217696
NA1_5161954579
NA1_5177828272
NA1_5178446500
NA1_5141353559
NA1_5143792808
NA1_4935630034
NA1_5176465743
NA1_5170438277
NA1_5146256835
NA1_5166156694
NA1_5012914944
NA1_5161618907
NA1_5177736747
NA1_5176265655
NA1_4978058675
NA1_5177270508
NA1_4942444446
NA1_5167431502
NA1_5145145554
NA1_5151850935
NA1_5163322338
NA1_5111507856
NA1_5104931362
NA1_5165494433
NA1_5079054589
NA1_5126875203
NA1_5177650130
NA1_5178335276
NA1_5132239942
NA1_5171073804
NA1_5175974052
NA1_5170362990
NA1_5173831260
NA1_5116157943
NA1_4883270035
NA1_4793370231
NA1_5164019305
NA1_5112285580
NA1_5088969062
NA1_5112351169
NA1_5171758526
NA1_5014842093
NA1_5142012459
NA1_4929150153
NA1_5163032351
NA1_5175162893
NA1_5142193362
NA1_5131264199
NA1_5172673749
NA1_5152496661
NA1_5145769612
NA1_5109153279
NA1_5140203158
NA1_5153856909
NA1_5100276037
NA1_5145079889
NA1_5163509385
NA1_5153293622
NA1_4903108669
NA1_5147199461
NA1_5162491347
NA1_5156477862
NA1_5144613356
NA1_5087506355
NA1_5082649866
NA1_5165066239
NA1_4974800132
NA1_5176445073
NA1_5133134981
NA1_5147118889
NA1_5166234669
NA1_5171279834
NA1_5164824060
NA1_5100116858
NA1_5018116310
NA1_5167470896
NA1_5157966700
NA1_5152277200
NA1_5173546547
NA1_5172256867
NA1_5117814855
NA1_5150906670
NA1_5160875869
NA1_5153836210
NA1_4983564749
NA1_4798891296
NA1_5156376310
NA1_4731574036
NA1_5173202934
NA1_5154639594
NA1_5148635503
NA1_5172816776
NA1_5146565982
NA1_5102804101
NA1_4871511238
NA1_5149767707
NA1_5130542044
NA1_5152075345
NA1_5177136848
NA1_5176361143
NA1_4726027318
NA1_5175452535
NA1_5039864578
NA1_5143605441
NA1_5175946015
NA1_5149694696
NA1_5164506415
NA1_5171705249
NA1_5168867411
NA1_5169066517
NA1_5000536880
NA1_5122976303
NA1_5003310360
NA1_5141330009
NA1_5126975815
NA1_5141692572
NA1_5170116700
NA1_5172101993
NA1_5160057279
NA1_5173285128
NA1_5137737322
NA1_5170750662
NA1_5175257974
NA1_5165039487
NA1_5170359950
NA1_5088186365
NA1_5168455274
NA1_5147450455
NA1_5025087636
NA1_5155438651
NA1_5164158229
NA1_5158938357
NA1_5150204137
NA1_5157257639
NA1_5176928588
NA1_5157544016
NA1_5162366231
NA1_5151029836
NA1_5159393908
NA1_5173394330
NA1_5117861957
NA1_5165553028
NA1_4861267320
NA1_5120151228
NA1_5159834126
NA1_5154200653
NA1_5169034432
NA1_5172918465
NA1_5167046311
NA1_5174583292
NA1_5163418572
NA1_5127108420
NA1_5059095270
NA1_5177932271
NA1_5111716752
NA1_5165723754
NA1_5169895827
NA1_4932796456
NA1_5171272977
NA1_5119362378
NA1_4900001762
NA1_5178124064
NA1_5148945125
NA1_5161648283
NA1_5165137506
NA1_5173687445
NA1_5173885016
NA1_5130723644
NA1_5131882141
NA1_5146913167
NA1_5159010450
NA1_5134068278
NA1_5157112749
NA1_5152344062
NA1_4793915844
NA1_5118785595
NA1_5157194253
NA1_5098181614
NA1_5106668346
NA1_5163492712
NA1_5156596577
NA1_5135894621
NA1_5157987625
NA1_5132128397
NA1_4948135546
NA1_5067068608
NA1_5156041488
NA1_5173189609
NA1_5159906215
NA1_5145199816
NA1_5172301909
NA1_5177900571
NA1_5167348783
NA1_5100445318
NA1_4957219621
NA1_5171949631
NA1_5151469757
NA1_4943087524
NA1_5157442451
NA1_4990155630
NA1_5143240469
NA1_5160795554
NA1_5173839865
NA1_5161437011
NA1_5065655955
NA1_5178077971
NA1_5006281995
NA1_5177663899
NA1_5113597043
NA1_5165585770
NA1_5156781365
NA1_5116041292
NA1_5130152848
NA1_5149120623
NA1_5120186333
NA1_5074804198
NA1_4883257908
NA1_4910462666
NA1_5133398409
NA1_5177890595
NA1_5046917041
NA1_5142602757
NA1_5088359379
NA1_5158875207
NA1_5153232880
NA1_5110463531
NA1_5167379252
NA1_5175273744
NA1_5150101981
NA1_5154716387
NA1_5145762811
NA1_5150044261
NA1_5007652188
NA1_5160847119
NA1_5151363799
NA1_5135112744
NA1_5135832604
NA1_5175825737
NA1_5158531073
NA1_5172998098
NA1_5138591327
NA1_4632755333
NA1_5111324109
NA1_5019019284
NA1_5178498076
NA1_5084336640
NA1_5122617761
NA1_5174966597
NA1_5177013520
NA1_5153457650
NA1_4945887678
NA1_5084982570
NA1_5032852060
NA1_5165506551
NA1_5139278492
NA1_5171277540
NA1_5118639266
NA1_4997321418
NA1_5150126362
NA1_5159641156
NA1_5146939261
NA1_5150733524
NA1_5099719497
NA1_5173995517
NA1_5173521376
NA1_5149473037
NA1_5175370959
NA1_5169363282
NA1_5125282787
NA1_5121911037
NA1_4948947416
NA1_5156377580
NA1_5132321116
NA1_5115710614
NA1_5147394038
NA1_5153675201
NA1_5164521067
NA1_5178250047
NA1_5174741117
NA1_5171841019
NA1_5090187758
NA1_5168424046
NA1_5137695402
NA1_5147530049
NA1_5141359045
NA1_5084920460
NA1_5119191936
NA1_5086911614
NA1_5171120623
NA1_5159784438
NA1_5131657245
NA1_5160198100
NA1_4966986083
NA1_5123728954
NA1_5164231238
NA1_5017904982
NA1_5167147322
NA1_5028033748
NA1_5166134318
NA1_5156959215
NA1_5068790278
NA1_5156858474
NA1_5151833216
NA1_5159624555
NA1_5092555969
NA1_4681548835
NA1_5161542392
NA1_4941278825
NA1_5144659578
NA1_5126074651
NA1_5129186411
NA1_5166173986
NA1_5176766888
NA1_5168637604
NA1_5130160948
NA1_5153565502
NA1_5147513404
NA1_5175682166
NA1_5008786393
NA1_5150208793
NA1_5147708258
NA1_5098318592
NA1_5149745443
NA1_5126326677
NA1_5136813654
NA1_5171651087
NA1_5162332306
NA1_5146161059
NA1_5152226196
NA1_5178349545
NA1_5152175699
NA1_5172318093
NA1_5133039664
NA1_5169259134
NA1_5132757676
NA1_5087917874
NA1_5113381589
NA1_5174031356
NA1_5171191012
NA1_5158235511
NA1_5149298643
NA1_5165547697
NA1_4954837728
NA1_5167735675
NA1_4952493614
NA1_5154023823
NA1_5174839315
NA1_5050741707
NA1_5128408915
NA1_5001111383
NA1_5141599689
