leagueId,queueType,tier,rank,summonerId,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,id,accountId,puuid,profileIconId,revisionDate,summonerLevel
036992b1-e34f-4b72-9fb0-d6ab8eda047a,RANKED_SOLO_5x5,GOLD,I,RtKriNNq63Vs-qEID7g5fRQxYGmhtACrLkj2cdLKkSYuZM6g,75,74,77,False,False,True,False,RtKriNNq63Vs-qEID7g5fRQxYGmhtACrLkj2cdLKkSYuZM6g,7spzBZ8T9qapHk1YD_ofa_nhiTi-Q8xOliIRxihCXUDcwA0ovTgFusMb,le4-EMYdY-nqPSdW_P9Y2K8wjt--0rXNPLX2GzEvQoAXeWOBFmSBPEEA-rOUlwn8fotU-mhNwBc8fA,6422,1733624613000,414
04ca5478-d97b-4e1f-9d03-652e6e97c13b,RANKED_SOLO_5x5,GOLD,I,1nrDtbBhUiHQmKgjAz8tNm-nrxBZtZwL_yIr5yhV_yOjHYp3,58,16,21,False,False,True,False,1nrDtbBhUiHQmKgjAz8tNm-nrxBZtZwL_yIr5yhV_yOjHYp3,SvV80G6AVkmTUoS450WF88jIHI-LOmotmeFfaHNEjX1tAWzPA_nE_iL3,0azF6NBS8w4zdVIoABJelGyfE4R8AjcgKamPa-QJrmyPd1niB1R1ZBLbNZiEIaDPFgzGFqrUk32cLg,5418,1733718166498,224
9bc820c5-3f27-4c96-8432-6685496d5f7d,RANKED_SOLO_5x5,GOLD,I,iKB_ngFJVWvNMFkyWeL1EoKFjxjq6Op8gkIWPNxRgqhp7i8f,41,10,5,False,False,False,False,iKB_ngFJVWvNMFkyWeL1EoKFjxjq6Op8gkIWPNxRgqhp7i8f,jcP_g0ghbrlFr-zNT_3jtJG-3fzULlVr9_jwoZYZguGniVw-aW5ME2Di,S0FZ4QGYp55pnjwt1T1w-hlTWiH379XIToGMQMwUmhYrsked4T1TpvBJLWlBsLUymt9blIbVQhGGnw,6331,1733566574000,284
89dc90b0-6139-4466-bf12-657ee2f785d1,RANKED_SOLO_5x5,GOLD,I,UhbEc9JDglCOskwPK7cO4FygN5wSK3SEQb9_Z7AnPmzGhQrx,15,18,20,False,False,False,True,UhbEc9JDglCOskwPK7cO4FygN5wSK3SEQb9_Z7AnPmzGhQrx,wy6oklc-yeWHZzQL1dxZ2PxvbshVZgB_Vxy2xPSjN17KxBxPpnSsmyiX,XJsFQvgbB1MmjSkY701sYFlHvQV6ubsiKklSVKvhdhEMbRvTs1Desbttl4RyNcdUEMQmqITaAuzj2A,6382,1733480581000,71
829fa3d1-cf77-4be1-ad07-128f058f0add,RANKED_SOLO_5x5,GOLD,I,mpcrq0ywDuHRexfmUCkSm0MB5F195m5Vhw5-uyimM1cfGzPA,35,2,3,False,False,True,False,mpcrq0ywDuHRexfmUCkSm0MB5F195m5Vhw5-uyimM1cfGzPA,T4mml13swIx99CWcv-WmefGoWClXINZKZDm4n0vJWM8MiH52lyb1uV6s,920u5ApbxEHKjOylNd8P0C6fl8CYwXHcqk3JW0LNP2S6aNBezyBYTlmtFWR4Lxvczr_q248cEeL9xg,23,1733642799000,307
d9e0f455-d890-4962-a0fa-a92cc9674230,RANKED_SOLO_5x5,GOLD,I,R7C7qpMCwJz7XaaiXcOMAQnRyDR511OAbDYU3ESOqUE7FWgc,15,86,73,False,False,False,False,R7C7qpMCwJz7XaaiXcOMAQnRyDR511OAbDYU3ESOqUE7FWgc,JmZaTIiQKU-W3Q5QW6j29oydThYqLjyujk1hMHvEmWimwjr5vwz-J7dW,cbOsTaspEEfGcH0Soh35Gpkg1jZsv_QLjaOHW0dV6paWiu-r3W7XTik3WNeE295ZhzcwrJ0gqobxZg,1427,1733770679237,425
7910a32b-a17e-49c1-ba98-27d99a3f1674,RANKED_SOLO_5x5,GOLD,I,Y2ZP94Tz3L1f4mi9maab1h9drfYTIQYSSi3ihXosnXAhoFzs,40,3,5,False,False,False,False,Y2ZP94Tz3L1f4mi9maab1h9drfYTIQYSSi3ihXosnXAhoFzs,WqDmUvIT3z58SwxGCZa6W3RtC5Bi9Y0kBRFrXF8fBXfSVzFK9lvhqWnF,OJjzhQs_pihcvKouaUMbs7mo3I8tgWs_Z5KlQup1CACuPmo4IugdcX8onn4z0293evq9lgmZh58Zaw,3545,1729064246000,119
ff0e7edc-0954-445b-8415-ccaf52d40761,RANKED_SOLO_5x5,GOLD,I,kDopJRuHxiE7ZuTbEve0GAXxnRiEFPmnzO1Axjg1be7wkpoU,42,86,79,False,False,False,False,kDopJRuHxiE7ZuTbEve0GAXxnRiEFPmnzO1Axjg1be7wkpoU,jl-qTu0pqKxaYLrvxrXKzCGufIGfnkUMXMz-wtDRqvLx6ux_ctrBOEk7,m-WdjdoLwyjBGXaVRvZMVpqnh_58ZfMHxn05WRi9v4flBCpZESQr7dtAzCOOa7V14ysK412cA1986g,6487,1733721485400,734
06b8512a-fd35-49dd-9dc6-2929a0d9b44b,RANKED_SOLO_5x5,GOLD,I,BEYo4-Ypy0SpbxpultqA-GJT4XwFhTjK8hgUxJ4YShPV_EmX,2,30,23,False,False,False,False,BEYo4-Ypy0SpbxpultqA-GJT4XwFhTjK8hgUxJ4YShPV_EmX,8AWX6p1WKY-K0wwOfnTKiIYk9AmA3BqnlDJORryqbIznCfD16NdAScKf,-Ddlp9TZu8vD-B8TJbYaChQenE_qIT9v5IsIc88P5Z_JmnHxoxa2KNH-88utSrw1LzmAWWTaFa1KGw,11,1733720013897,1059
ccb92463-536c-4c21-a45e-0d2b3cd7c8fd,RANKED_SOLO_5x5,GOLD,I,4AkUz4-g7QrgiNrFeVTd8qukz-56bHgG4YZuKYf-0RbnIdxM,70,29,38,False,False,True,False,4AkUz4-g7QrgiNrFeVTd8qukz-56bHgG4YZuKYf-0RbnIdxM,z3DGnXrER2fBSmx7rbW3fEXNWBtlTvhPs-n2bV5lh3AANFd9POTK1bdF,oXa9ik2rc08Uakl4bDwj6j2vDTWDygDA7NC8fzN7t4f9dMiaM-h-SnsoXr_4dJQv6U3vXHsUGxqxiw,6555,1733772634797,649
5399aeda-dc92-48ea-b193-916ce6aef3f3,RANKED_SOLO_5x5,GOLD,I,VLueSBxZ3mTRegQz9wZtSmu6gwCQOZwczdB4VflBQJrJsioW,3,128,115,False,False,False,False,VLueSBxZ3mTRegQz9wZtSmu6gwCQOZwczdB4VflBQJrJsioW,_P0ZQmWOEOUbHC3fTNYqWp2YzbIXnYeuUxMHbvVhNqAWITRpb_8IwKwj,z6o96idDNHcZcbdOTmx8goYpILW-Rs-RcB00T3rbki6YuNkpD3J7v1qRphHBNlgtPbCozDOyRLfl8Q,6635,1733767815626,602
c6ab7c95-1f5d-46a1-8f12-93f3d16ce16f,RANKED_SOLO_5x5,GOLD,I,s1n-9blKjRYKYYlNtSfWRJQqDovHjs9Jh_BkKDPtwvXMb28p,7,82,80,False,False,False,False,s1n-9blKjRYKYYlNtSfWRJQqDovHjs9Jh_BkKDPtwvXMb28p,jWYasQ_MxmRLnucD9ysXY2YpZ_dBBjFI3oFCRHDrufuABqkUOcsUA32J,QBIIpGYmAKp8yiTpwPmYQt2RS_5Wz8M34urDPZf-048d-TPuGQqInPJsEz9LxRB3zIFKV4jfZzOGHA,21,1733764352684,469
b9644352-cd68-4ada-989c-2da843a1c85d,RANKED_SOLO_5x5,GOLD,I,pGx1KGjkyqOBXiWtq0jWLDWPsRGbnwXZzbTVrVOg8jj-pqkL,67,82,91,False,False,False,False,pGx1KGjkyqOBXiWtq0jWLDWPsRGbnwXZzbTVrVOg8jj-pqkL,uh2L2n6FA98gc5EnAgz3CgkFkLmSyV9Y_U2FqKiiHr-rVMnJJmwpAgMz,Aar7L0RzgCIQ5PJo0oIBQNWntMKG_l3Alv3nwpEFUNMDwVDiJ2yrG6Y_NYurZnZREJS9pfwYo2hLHQ,4762,1733732905444,596
4fa21c76-0a4f-402b-8ca3-857f944cd140,RANKED_SOLO_5x5,GOLD,I,KLhho66G5KC2AW2Otpfpn2mBRl71puF4ZWHehe29OXvU9yXW,17,18,9,False,False,False,False,KLhho66G5KC2AW2Otpfpn2mBRl71puF4ZWHehe29OXvU9yXW,dpKMI3Ycxf27idgNbliMa9TrOG1g_0lFvcSOhq36nNlu9wdGbh6waNg6,4T5SVkTxJrv4ADHG8pjnaw4RASeh4YYNmDp3dKrdMie5JlHEDtJt23gLeqo-WCpgGP6q1mtVkRBmBg,5294,1733441510000,384
11161869-78fd-4c58-aa06-9b1213e0763d,RANKED_SOLO_5x5,GOLD,I,NWaYHrbvCKlaP8s15Ku1x7SN1ZgLuWMBxwpox1cfFmBnxupm,38,55,52,False,False,False,False,NWaYHrbvCKlaP8s15Ku1x7SN1ZgLuWMBxwpox1cfFmBnxupm,Qt00rjZzVm3AyuJz8QlzDK_RC4uGaKYA6gTJMe3rVz5ZTzckzFTcIAEz,rGd-wAgKU7buJpjENn7_OHaELk6wWbxz3soAKKO9MLdgZIE3L2Pno6hKzkbkBMB_3hLRSZsEWK2ctQ,6035,1733738596430,661
e4d31aed-286f-4e35-98dc-43a6fbde0616,RANKED_SOLO_5x5,GOLD,I,GGmXZlugqw5a8a6VlsJbrutlhpVTH_UmaqcTIxX8BXowc8ia,17,83,87,False,False,False,False,GGmXZlugqw5a8a6VlsJbrutlhpVTH_UmaqcTIxX8BXowc8ia,V_qWcozZZ7s7pZifaPNZBX2aqfdn0DAd8xc2rF4xjQWxgf3hf1Zhvwbl,jNgOhrbMYjRAMnrU21ng9etJ-yci9T52o0zzaNKZ01deRfPpCwwTJ3SSObtx7zie1z1-duof1yTC6Q,5595,1733461768000,283
987d4a95-83c9-4abf-820c-d4a6d53babc5,RANKED_SOLO_5x5,GOLD,I,td-SbX64MhynAGzshPF8HyVCfxzN6-5fkr_D64-sIHW9y8Zt,67,3,3,False,False,False,False,td-SbX64MhynAGzshPF8HyVCfxzN6-5fkr_D64-sIHW9y8Zt,jtuHRdtriqZ2BJjMyHqZ0ftsh7kOT4TWMWIzLtQEbyBc9wJjnflWh2qZ,zv0Mj1hFZGq-t1b11hQ_zqt1ATkkNSc4SNPG9IFxc0j4A43qtP7Dvt8prUTMI_nqmFkXIAQGqStJ9w,2074,1733513634000,151
306e3e60-0742-496f-bd4c-d68f70a95f11,RANKED_SOLO_5x5,GOLD,I,OWU7QmDnuBfB53GMiJRQMo79Gl9LLarzZHGXgmOayYnmlxcb,39,18,17,False,False,False,False,OWU7QmDnuBfB53GMiJRQMo79Gl9LLarzZHGXgmOayYnmlxcb,mB1-GHrSL1_MjFt4v4ly58gQctiEkELkqKaNf9m6bXt-SrkKDsCdgdao,I6MjU-P3lJsd65D_VJuQ6CLCIK7Go5vYWbHNiyU-yzQSjHxlamopUkF0ty1Hg5lR6QNgxOcD26rREQ,4928,1733768347321,372
61927fef-0084-47c7-880b-cbd93790db56,RANKED_SOLO_5x5,GOLD,I,4BUXi-vdpNpPQ-aptpL6a7B0AW9MgH1XpHazV1FbEWYpY3Gn,30,137,120,False,False,False,False,4BUXi-vdpNpPQ-aptpL6a7B0AW9MgH1XpHazV1FbEWYpY3Gn,YbMj_bGyub_anWF-3ZLDEWCaF2K1eVVZh1ycHY3Cz_mAPEWPUekSPb_J,9Za3TgMXNBpE2LoLBezLdsoTy_zW85PlUl0iyKuq7QFFiWtPcAYo5ch1DpKciDn7tGYoZCHOF4ngzg,3155,1733104975000,654
a00b34f4-c008-429a-98e0-d57b44ae8a3d,RANKED_SOLO_5x5,GOLD,I,viQ0wA0HPQDu6Uq8wrl6is27zMFEElKnoxOEApLGmM2QkoDR,88,6,3,False,False,False,True,viQ0wA0HPQDu6Uq8wrl6is27zMFEElKnoxOEApLGmM2QkoDR,nEnQMYRGSzbxB_2TV9b3BFZHZMue9fDFa9qRk_w-7xg2J8dF1m25OQYY,yanR3zu_ONNg0ukA_2PWi2gRJvV-wQUCo09TO5veLwGZ-iMCzBkr4yJLHvJm6xyXPnhZBDsNpdDmqg,4404,1733727763069,610
7cfe8cb8-bb79-4826-b0d3-1e56dca1713b,RANKED_SOLO_5x5,GOLD,I,WD72N1r0zixtlMVyHejoQbEcivuNO3nYU9mbV81mun-wVjWg,33,5,4,False,False,False,False,WD72N1r0zixtlMVyHejoQbEcivuNO3nYU9mbV81mun-wVjWg,H2p6u6xSBQxpHtxhLw9jtn2ZMtLTNjT4Si43y6hwB-aeeahNYcA86L0u,Rakdc9lCYY8tWm7yQtfR_AkEP2AIIDiXMA0qkXIXzvP9FO_hyZvgspAYbSKjTcgoVNMVYcqsZeEm_Q,23,1733356934000,149
b0d1004c-049a-4d5c-8d38-d45dcc14b01d,RANKED_SOLO_5x5,GOLD,I,EWN5PBDolW9A11nQcnv78iKW7EBl3hYhUhlsVtnxx2hOGmlQ,4,72,79,False,False,True,False,EWN5PBDolW9A11nQcnv78iKW7EBl3hYhUhlsVtnxx2hOGmlQ,19g-phIkfAckOPGwZJvAQKJnBRegw0zb9oJvMoUx7Sy4dswCCjZPUyr-,dt9QSpGdiVqdPK7REQrw67ENszrUct-ehnlaBQnkpYPWOPIfzfOXgAMzRB-V-upQ7nmZgEaYJ-C_UA,4072,1733714140906,658
ae693683-bd9f-4fbc-a6ce-32de3790e6c3,RANKED_SOLO_5x5,GOLD,I,IlLpBoDQQhkcHkRR0SdRf2wB_b964SVCtW0piRDaRJWsfo7K,22,8,4,False,False,False,False,IlLpBoDQQhkcHkRR0SdRf2wB_b964SVCtW0piRDaRJWsfo7K,f_PEey1xW2vKpXS1X49AIAIc-SH5XHdREFXqt-564dNA3opjQcG3p9qR,VWLsVnYyWo7N3qZbf4e9qKkb_aqXi1VwI4YDY8HUIjRE43OUGWbQCuJHkme99msturVlR1zjbuE40g,4270,1728272204000,52
834a4ab7-d85e-4058-8519-d657e88406d5,RANKED_SOLO_5x5,GOLD,I,HNoveGLAOmyg7gOf4_YjaWO-4FwQeC5ZjqjJseCtpjFms0i4,17,2,4,False,False,False,False,HNoveGLAOmyg7gOf4_YjaWO-4FwQeC5ZjqjJseCtpjFms0i4,0b3qvRxC2SMzoL4MawtSnW3OtdjnXyW0sCfbye-7TdsCoYnEMlRSM8N-,LB1bUISXhk2GWBDtvurJA0gdLjo67JY3XYzTIhw-R-A3Ai2F02mgZ5TKho_DFtVz1qBvbXUmTsKIBQ,3152,1730172878000,82
0ddab8d0-62a7-42c2-8a18-95f56b487aae,RANKED_SOLO_5x5,GOLD,I,VbeigGh25CS1XObr2GYq6sBQ8TXrJPQOhzGDLAs-yEhxnCew,43,12,16,False,False,False,False,VbeigGh25CS1XObr2GYq6sBQ8TXrJPQOhzGDLAs-yEhxnCew,cOAblbF_idbLtkU3Rw9TTFu12dAKLOms_pgnwrEzXi6L5fJwuuA2OHtn,OLktYWhco3MLiALWQM51kVphooO7HkXMWUxzASlnq7GE5sbmjXzzlopyNG_1eJjgRfydl7Oa6IhTpA,6759,1733680260000,678
77fbd927-8211-4462-b8f7-8eeb8ecd5297,RANKED_SOLO_5x5,GOLD,I,a182jiz8A-AJQmflIHtPYCxZ8UJszjs4V23F9l_teWOHjPeF,3,29,34,False,False,False,False,a182jiz8A-AJQmflIHtPYCxZ8UJszjs4V23F9l_teWOHjPeF,0iNvwaGCD5Myhu1c4eGrzX-sTk2mjEnCCQ4Wx1mHd-omlwSZA-bdUR-S,m7QJbdRAn2LPCtA-o3bMcsZDxlI1nt9yzBFLLaLVxrnCvGsbgjVF2Xj0W8DOD79t3caUdJ6tCprZHw,6083,1733735747739,671
1fee4e2c-a987-43a6-82ae-0adf0e78327d,RANKED_SOLO_5x5,GOLD,I,yxe60jdA1lX6OY7UL1IzmGvSI8NHJRoTYFlT6DSk7kD94UIH,74,18,16,False,False,False,False,yxe60jdA1lX6OY7UL1IzmGvSI8NHJRoTYFlT6DSk7kD94UIH,DbAPDi2JV_L4ycxlSesFrUex4JsXh7MQucNAU4ZeVZl12fBstmzc31GJ,7Y6E-QlQvXQe997FE9C_2HJzKGaPCNXjsidhrlva-_J_QPsKvcotSC0vjydMIsfn8o6T3EyRFok2Lw,6504,1731981930000,193
53286057-3611-48c0-9fb0-44a0903d467b,RANKED_SOLO_5x5,GOLD,I,gJN5GFtiqQ6bXcoelZZN0sCqvHtZrVItr56xS08vFMqSYOEj,32,27,23,False,False,False,False,gJN5GFtiqQ6bXcoelZZN0sCqvHtZrVItr56xS08vFMqSYOEj,iQ2D46fPNqgcSPoYA3a1y04Uigx8zQ-uGjziB3CJerAi75vQ2u-a6Cfl,Xay90_LU3x5VFALGtMqfE7S1O-DdktC3SnQbB9HuamTcZ6-4ZNxqRiBbrZCIPsXCFaA39MoaOFimcQ,4414,1733645788000,727
0e20b4c3-8274-4db7-82bf-a46f5ae14856,RANKED_SOLO_5x5,GOLD,I,oWtRx-rt2D85X-J1TGFMLVvbWX2Z5MQJCyyLgOJjSGZNau8_,24,4,2,False,False,False,False,oWtRx-rt2D85X-J1TGFMLVvbWX2Z5MQJCyyLgOJjSGZNau8_,5CO8obz1DV-rz2nWDtnzaQcbOjHlLJk5Yt3NCqWThZIplLg8CDiwUWXa,zC-t4EgSO6XMLpTqJp5ymDk6aVy70cIT-LgYx4FRldkBhyZHXPHnyuPZlaLSxlUbWLwD9_faT_TV3w,6468,1733740879887,435
72d96826-7be8-414d-8ba3-6957e49bdbb8,RANKED_SOLO_5x5,GOLD,I,rjaWYUSg-p04cu12JUhDIi2drMcY-9UzJqEliwkAmFUl4BZi,11,73,55,False,False,False,False,rjaWYUSg-p04cu12JUhDIi2drMcY-9UzJqEliwkAmFUl4BZi,jECZVsrtGocfd4X4vunkGsTUlzEdCorMXfckmNFpPlkIa9DepXxmn9Ic,3haL77MSK226HtsLOcvQhcfqvDcQuuSCmBq63VncpSUVzOPxEzY7jHdjJTjMExPBBIQ1sgXaMf_C9A,5294,1733618168000,475
71d3dde6-dd03-4026-9152-ffd322268eb8,RANKED_SOLO_5x5,GOLD,I,6hAFLQjd8rqche9moI6kKNn_NvqFrnhGZ7KZmwa0Rajvk1TP,73,94,95,False,False,True,False,6hAFLQjd8rqche9moI6kKNn_NvqFrnhGZ7KZmwa0Rajvk1TP,9XIXuPHSVgVupCWxK0CQzXomWavZG5NQODrt-2hpjQJUKLJkQE6bzz0n,mgXcOrpSOdbWv3IcY_oKjFa2R-WtwvLdzCTfe8ItgS8tFrLAtXp6YXRtK_gGt3wAgaxlpecFnoB40Q,13,1733698124973,183
053de11c-ee8a-47ea-9c7b-338beb2ee22a,RANKED_SOLO_5x5,GOLD,I,JXt8xxYLkX0KAyFeu1O3xV37Df36s-Bm_rJDf8ZrPHmUbdLH,13,31,30,False,False,False,False,JXt8xxYLkX0KAyFeu1O3xV37Df36s-Bm_rJDf8ZrPHmUbdLH,EwqIxjUQA4CMfx7Je4JZcHT5ksHbNw1OOyNbQMnE4o71p4FvMxwURvzZ,ED-CbJn6BXgroBKIPSlJ4kLUkO7MHeJaO2z57Bt7I5GHkPqiPY9pPLBmslSOlNVqzsFUI0mAnn9REw,4074,1733716389918,446
027e11b6-5125-476e-a58b-a05f01262ae8,RANKED_SOLO_5x5,GOLD,I,U7FQb5VRvnxegFW3I4aZjgvLmkl1g8QpoY9jolY6toCdewUE,55,52,48,False,False,False,False,U7FQb5VRvnxegFW3I4aZjgvLmkl1g8QpoY9jolY6toCdewUE,K0zJzi-eQOjjEZ94pXpKB7Dsj_tpxC-4oRanbnyI7mD_JA9oH89-JAZM,uuhZZXxjtMmDSCyK89C9hBk2akrICAElMINPZ-WQjKo-D-koymEdNlgp_U-NCVONeaoWWtz15kkI1A,6760,1733368971000,564
6475740b-32f1-4332-ae50-02a00db5f321,RANKED_SOLO_5x5,GOLD,I,w5QiKVpvAkmptXHxnIYZaixavX5QZgVGrMSVlMmZxUWMfyfn,60,22,9,False,False,False,False,w5QiKVpvAkmptXHxnIYZaixavX5QZgVGrMSVlMmZxUWMfyfn,dofn-l9mjun_foUV5UdEvSdGpjkHKghBxxMRy6aBud3z3ibup-5dHgTX,ZzUBHOksDXcYoQcjd-QrC-48yZAHpvtrhEsXzNBQg80gPFm95BJIIrC4WowJUAoO9kZ7YlcrdbQCzA,6295,1733192180000,155
47ee7d5a-6448-4b5a-94cc-0c0c4480b5a3,RANKED_SOLO_5x5,GOLD,I,yE0KNkhfhBQ4xOLOcMwMuryu7JzTG63y1dn9g9DfMQVwhoQi,54,19,21,False,False,False,False,yE0KNkhfhBQ4xOLOcMwMuryu7JzTG63y1dn9g9DfMQVwhoQi,S9tHIvWIgUK6UE3rGHWPaxLvsUsCTc_bxjrEx5MYKupFAGp-ijWhxaAi,sOutvQr3QLZ1T862a7CfNoCD7-hgwKk-zDyPOO3rEOayie2N8iLKYvx8n9hMeIdPESFQdgWh9j9BkQ,4547,1733766831746,653
24f65f70-4406-49ee-9714-8ce827fb02f2,RANKED_SOLO_5x5,GOLD,I,R-H8BiNUW2M1hzmm2U27zdkUJS_EoOvwiD0q2n2UZ2iXMxnN,75,27,32,False,False,True,False,R-H8BiNUW2M1hzmm2U27zdkUJS_EoOvwiD0q2n2UZ2iXMxnN,I6jbQJf5HkUd85RlUDqhuv04zx5_Xbp1ttJ3DyS29Yg_fKOFrQ8oRnWr,wWvBtyQe7HQZbb1XTTM7KwQhOaacTnNvdATTdghQtqSQ32k7y_TaObMl3uslIiPki1xmMd6ultj9tQ,6762,1733771072800,598
a439af20-a660-4aff-aa35-8ee5bb92aafd,RANKED_SOLO_5x5,GOLD,I,x4EAj1DYKHUTyxqIvTNx99jmBNfklrXh_1bxJj-we74sNBC1,38,57,54,False,False,False,False,x4EAj1DYKHUTyxqIvTNx99jmBNfklrXh_1bxJj-we74sNBC1,cf_noQWeeG2sw_3JfviHj9vEmLXzUWaIuCTuPixM8RdWDmLIpkp7Esb9,qt8GhyEwOjs6zmeP9QbZoeWgA4Ebhq_n-HpEQtP64P6HTXQpQBrwLOJ8n5gzpwEEUIx5D0ztNWx3xA,6498,1733468486000,463
210ba4e5-79e4-4240-86d4-a467d2e2c7c7,RANKED_SOLO_5x5,GOLD,I,izY6mJd2hDG6rk0UWc-YKIETgWSzEnMNHeGozaJOxCC1hKGt,3,82,75,False,False,False,False,izY6mJd2hDG6rk0UWc-YKIETgWSzEnMNHeGozaJOxCC1hKGt,FH50J9xTUaRU-OJX8EF5SXtIeNtUP_EpMLJZyYB4CqCWcFxJ-Fj-uZiw,bJpiXHLh-WT2eHUuNyeXa93FyDj0NsN_K0Bdcz2FZ0MzkgCLZrLe2qLTPr5hXJjT_fZAh9tuR3c1vw,4779,1733725183866,374
5d928fdf-8f9b-4b8c-a64d-194ace8ca5ae,RANKED_SOLO_5x5,GOLD,I,LOLz4In7q2JpViVgI7cpt7PjwDj5-JR4YCxWAhsf5_HqXzLh,97,3,2,False,False,True,False,LOLz4In7q2JpViVgI7cpt7PjwDj5-JR4YCxWAhsf5_HqXzLh,m0wMemFCyQrCozukosqK1sXcKLII6j0HKNRn5qEIAYeMro3cKPD38jkF,KWwyPWGR2q0PqDBtlXUZfZhHqdFLdA4BUVmn0fUGP6Z-CbrOYSs1HdNuWgBWWNGUoP1gs75EFylUMQ,5646,1733550549000,61
32a0e7e4-96b1-4576-8783-6d1939a3e632,RANKED_SOLO_5x5,GOLD,I,dBsacJvzfBebM7PuGz3F5KpMpeA4aNoSSjBqz_LoGeIr5mdb,48,46,51,False,False,True,False,dBsacJvzfBebM7PuGz3F5KpMpeA4aNoSSjBqz_LoGeIr5mdb,GrNRV09WZKmN6SqDaDGCEvzPPDybZAZjdwW9AlpysyLJ7FgPds_E1nfr,HG2DpNjWKKeWMHKgvwRZrNoGj1L6paE9v3l32HDS7jwXu399kaYuW8h8tds_1-uHbp7jJywuGsef0A,4812,1733375149000,63
61074554-8ee8-4b43-b54c-3e822520967b,RANKED_SOLO_5x5,GOLD,I,xug3WRpy0Uja0hxmiYdIdt3FF7fQts4PYPQ31P3DEU9Pxk_3,75,29,31,False,False,True,False,xug3WRpy0Uja0hxmiYdIdt3FF7fQts4PYPQ31P3DEU9Pxk_3,2gblzGL20cgJAlRRPDEmZsAjRsiaXeWspce4U_LIEx3Qfa6iju8O0Sh4,UNfykvqBE_BtFiDW4Gjv_aKBXH8KlUQNU6Msdk5ndwTStJHdij1F5VJQpSPHiaHnpQyQwvpf-D1caw,5414,1733543946000,678
ce2693fa-76f4-4014-9d12-aa2425e0f557,RANKED_SOLO_5x5,GOLD,I,R2M8_LtMU89LG1GOx4UYcU9t-2p7FcNPpGprCpQ-qND9A_Ot,21,6,1,False,False,False,False,R2M8_LtMU89LG1GOx4UYcU9t-2p7FcNPpGprCpQ-qND9A_Ot,SdfNUdkS7CI88bRCjoPMqCoSNe-1d8JhvUDvqvQ5PtfR9rhMP9bxpWyd,eSAfbIAhyNYqsmoARvEuPo4dbDgSMSSUdLP5UnUH3lMHTtrGSPyw-vpIA9ri2a_52a2TCq-DCu0eWA,6568,1732479871000,410
b19db5da-beda-4b90-ba42-703a65c044c2,RANKED_SOLO_5x5,GOLD,I,mcUbmuqam4qJNDWmn4xH4b6czh9zIZpxc4ObSzrBcAb4wAfy,52,5,2,False,False,False,False,mcUbmuqam4qJNDWmn4xH4b6czh9zIZpxc4ObSzrBcAb4wAfy,1VJyMJ_tOR0ZHHRA-FxxbWSD8PYBH3e-yQyw_2o5h_UVS_B_diELZtQH,5ZIKUTpO8fubsXGJdqzqGPpx133rtyxUZJSnHG8Zwy7zdgbCH9Rzl-XCBEyXikNucuOUbARWZp3rWQ,4760,1731803304000,71
aaaf0d5d-134c-47b8-8e00-1d2d98f6a584,RANKED_SOLO_5x5,GOLD,I,qgagrZ8Q_VWZQOdkE_SX1fA2l5skppmLrbhHTqx9gsgogqn1,92,3,2,False,False,False,False,qgagrZ8Q_VWZQOdkE_SX1fA2l5skppmLrbhHTqx9gsgogqn1,2McRJHDm8dEhzSQBDn62KnQSbPgI9duyA0PrFdYvsMRbUevk3PeSqWoM,mm3a4SqiVbAVA4Ui9HSbxXRxSIbZrmsNXc_JKnGQFnBjaCGhabCgrMK92xxUWfTyVrG1gKcTpljEqA,4363,1733742647444,139
a2223f71-e5ae-4478-80e5-0385f37c8c7d,RANKED_SOLO_5x5,GOLD,I,MueCG_cwbQxLjoGO0YwtAvL9O2b8mT3pjKvUL6B28q_FmhO3,36,2,3,False,False,True,False,MueCG_cwbQxLjoGO0YwtAvL9O2b8mT3pjKvUL6B28q_FmhO3,sKrzp01bGfzRoxDq9ShpzBF6LPkkHY0Olg1D8CVr2WfKyfoWGKh-qq4q,JDX_kH3LUVnSF-RW52xL6tAvqrI3XcSwR4DFwPn_VX-VZXXpHWtyvSt2my49sjiaT9VC-q0UimY2jA,7,1733749898203,36
c4bd9659-af2a-45a4-9bb2-a4b40a73dd0e,RANKED_SOLO_5x5,GOLD,I,QoCUciRe0zWqZQVcaPDuQ1Km9D1g2iNNqOPtBrEksWCzT4zj,76,1,4,False,False,False,False,QoCUciRe0zWqZQVcaPDuQ1Km9D1g2iNNqOPtBrEksWCzT4zj,_pZCBraotvU5Fj1_FJyRK3BQnGiBE6dQLbNXsE6bbVZIiObB4O2QQrWL,C8WFg2IdGDdDnrDdthcZl3wqLEaR4ONZjs53TzhZKFu9BCUTxbPUaiPhj4ukf9n3BOv0TT4ldhEKcg,6763,1733706675000,671
