match_id,blue_team_champs,red_team_champs,blue_win
NA1_5143102719,"Pantheon,Amumu,Kaisa,Swain,Orianna","Sett,Yorick,Veigar,MissFortune,Blitzcrank",False
NA1_5145648351,"Kayle,Graves,Yone,Lucian,Sona","Renekton,Shaco,Ahri,Jhin,Milio",True
NA1_5176356843,"Garen,LeeSin,Azir,Xayah,Senna","Ryze,Zac,Yasuo,Jhin,Blitzcrank",True
NA1_5116492264,"Chogath,Taliyah,Hwei,Caitlyn,Leona","Pantheon,Amumu,Aurora,Jhin,Bard",False
NA1_5143686705,"Singed,Jax,Ekko,Ashe,Braum","Shen,Nocturne,Anivia,Kaisa,Janna",True
NA1_5131486642,"Aurora,Nocturne,Sylas,Caitlyn,Nami","Shen,Nidalee,Galio,Varus,Lulu",True
NA1_5168604054,"Chogath,Viego,Akshan,Ezreal,TahmKench","Mordekaiser,Lillia,Talon,Draven,Poppy",True
NA1_5168481641,"Maokai,Khazix,Smolder,Jhin,Shen","Sett,XinZhao,Chogath,Cassiopeia,Seraphine",False
NA1_5177606928,"Udyr,Volibear,AurelionSol,Ezreal,Lux","TahmKench,Elise,Malzahar,Caitlyn,Alistar",True
NA1_5147677557,"Fiora,Teemo,Zed,Caitlyn,Brand","Malphite,Nunu,Lissandra,KogMaw,Bard",True
NA1_5117686121,"Shen,Volibear,Akshan,Kaisa,Rakan","Urgot,Amumu,Ahri,Jhin,Leona",False
NA1_5174785513,"Illaoi,Sylas,Jayce,Caitlyn,Seraphine","Ashe,Nunu,Aurora,Smolder,Braum",False
NA1_5120598136,"Smolder,Amumu,TwistedFate,Ezreal,Thresh","Malphite,Briar,Zoe,Belveth,Poppy",False
NA1_5173415045,"Singed,Nunu,Malzahar,Corki,Zilean","Neeko,MasterYi,Ekko,Ashe,Lulu",False
NA1_5176839637,"Darius,Shaco,Orianna,Draven,Leona","Gwen,Belveth,Sylas,Ashe,Pyke",True
NA1_5165787868,"Warwick,Zed,Katarina,Smolder,Lux","Aatrox,Kindred,Ekko,Aphelios,Taric",True
NA1_5033603667,"Mordekaiser,LeeSin,Veigar,Caitlyn,Shaco","Zac,Ivern,TwistedFate,Twitch,Neeko",True
NA1_5176058379,"Darius,Ambessa,Hwei,Kaisa,Xerath","Aatrox,Zac,Malzahar,Jhin,Sona",False
NA1_5100988862,"Urgot,Nocturne,Azir,Jhin,Sona","Gwen,Ivern,Naafiri,Kaisa,Pantheon",False
NA1_5152026065,"Ornn,Lillia,Zed,Seraphine,TahmKench","Sylas,Nocturne,Yasuo,Swain,Sona",False
NA1_5140540978,"Urgot,MonkeyKing,Malzahar,Ashe,Thresh","Warwick,FiddleSticks,TahmKench,Smolder,Seraphine",False
NA1_5174519935,"Darius,Warwick,Fizz,Sivir,Lulu","Aurora,Briar,Leblanc,Jinx,Galio",False
NA1_5130932392,"Sett,Belveth,Veigar,Nilah,Milio","Graves,Kindred,Nidalee,Ezreal,Senna",True
NA1_5145375051,"Yone,DrMundo,Syndra,Nilah,Poppy","Aatrox,Belveth,Sylas,Kaisa,Shen",True
NA1_5147420962,"Garen,Amumu,Vladimir,Jinx,Poppy","Fizz,MasterYi,Mordekaiser,Caitlyn,Rell",True
NA1_5157870276,"Aatrox,Karthus,Tristana,Xayah,Seraphine","Heimerdinger,Shaco,Velkoz,Caitlyn,Ornn",True
NA1_5097969735,"Garen,Hecarim,Gwen,Caitlyn,Thresh","Illaoi,JarvanIV,Vladimir,Draven,Nami",True
NA1_5176480314,"Jax,Nidalee,Sylas,Vayne,Pantheon","Akali,Graves,Garen,Jhin,Bard",False
NA1_5134908165,"Garen,Amumu,Viktor,Vayne,Taric","Chogath,Viego,Gragas,Nilah,Thresh",True
NA1_5165389282,"Smolder,Diana,Yone,Brand,Lux","Garen,Viego,Viktor,Jinx,Lulu",False
NA1_5151975936,"Ambessa,MasterYi,Kayle,Lucian,Thresh","Riven,Khazix,Yasuo,Tristana,Alistar",True
NA1_5107442763,"Smolder,Amumu,AurelionSol,Ashe,TahmKench","Garen,Viego,Corki,KogMaw,Milio",True
NA1_5170027940,"Ambessa,RekSai,Swain,Sivir,Shaco","Mordekaiser,Viego,Akshan,Vayne,Nautilus",True
NA1_4996993335,"Camille,Graves,Lux,Ashe,Nautilus","Sion,Hecarim,Akshan,Seraphine,Senna",False
NA1_5032315156,"Urgot,Gragas,Akali,Ezreal,Braum","Nasus,Karthus,Yone,Seraphine,Nautilus",True
NA1_5176611259,"DrMundo,Diana,Yasuo,Smolder,Sion","Olaf,Warwick,Orianna,Vayne,Milio",True
NA1_5175862043,"Smolder,Skarner,Yone,Sivir,Lux","Malphite,Hecarim,Yasuo,Caitlyn,Hwei",False
NA1_5158080703,"Shen,Karthus,Jayce,Jinx,Milio","Camille,Nunu,Leblanc,Kaisa,Poppy",True
NA1_5165858690,"KSante,Lillia,Malzahar,Vayne,Bard","Urgot,Warwick,Xerath,Vex,Sett",True
NA1_5127105914,"Warwick,Trundle,Ahri,Kaisa,Sona","Fiora,Kayn,Karma,Hwei,Nautilus",True
NA1_5094097496,"Teemo,Sett,Lucian,Samira,Shen","Yone,Kayn,Anivia,Jhin,Senna",False
NA1_4908423632,"TwistedFate,Lillia,Ahri,Jhin,Taric","Fiora,Gragas,Velkoz,Ezreal,Senna",False
NA1_5177497480,"KSante,Kindred,Malzahar,Ezreal,Lulu","Kled,Khazix,Swain,Jinx,Lux",False
NA1_5156316467,"Malphite,Warwick,Viktor,Jinx,Morgana","Aatrox,FiddleSticks,Smolder,Ziggs,Shaco",True
NA1_5155024324,"Renekton,Warwick,Veigar,Swain,Thresh","Illaoi,XinZhao,Ekko,Jinx,Braum",True
NA1_5032127755,"Pantheon,Ekko,Hwei,Draven,Nautilus","Volibear,Nunu,Yasuo,Jhin,Leona",False
NA1_5173667325,"Renekton,MasterYi,Annie,Veigar,Poppy","TahmKench,LeeSin,Katarina,Jhin,Rakan",True
NA1_5173236192,"Ornn,Graves,AurelionSol,Kaisa,Thresh","Mordekaiser,Khazix,Veigar,Sejuani,Pantheon",False
NA1_5133963702,"Fiora,Hecarim,Vex,Draven,Zyra","Malphite,Gragas,Yasuo,Jinx,Rakan",False
NA1_5152942113,"Renekton,Graves,Swain,Jinx,Sona","Yasuo,Teemo,Syndra,Aphelios,TahmKench",False
NA1_5176244267,"Jax,Graves,Yone,MissFortune,Zyra","Irelia,Diana,Annie,Sivir,Senna",True
NA1_5109202690,"Warwick,Ivern,Smolder,Vayne,Poppy","Aatrox,Shaco,Naafiri,Swain,Thresh",True
NA1_5173488064,"DrMundo,Zyra,Lux,MissFortune,Leona","Gnar,Briar,Hwei,Corki,Taric",True
NA1_5137698706,"Fiora,Ivern,Fizz,Kaisa,Pyke","Urgot,Teemo,Garen,Veigar,Zyra",True
NA1_5137035821,"Illaoi,Graves,Viktor,Jhin,Zyra","Darius,Lillia,Xerath,Tristana,Poppy",False
NA1_4907421640,"Teemo,JarvanIV,Annie,Aphelios,Seraphine","Sett,LeeSin,TwistedFate,Samira,Lux",False
NA1_4793749803,"Yorick,Lillia,Akali,Ezreal,Bard","Garen,Sejuani,Yasuo,MissFortune,Sona",True
NA1_5174564246,"Chogath,Rammus,Lux,Jhin,Sona","Malphite,Nocturne,Zed,Tristana,Yuumi",True
NA1_5173843099,"Talon,Morgana,Akshan,Ashe,Thresh","Trundle,Diana,Yasuo,Caitlyn,Rell",False
NA1_5139249531,"Teemo,Zed,Yone,Ziggs,Sona","Malphite,MonkeyKing,Veigar,Ashe,Rakan",False
NA1_5153559920,"Ivern,FiddleSticks,Xerath,Caitlyn,Swain","Fiora,Maokai,Ziggs,Twitch,Nautilus",True
NA1_5095991350,"Maokai,Evelynn,Graves,Caitlyn,Morgana","Udyr,Volibear,Fizz,Jhin,Blitzcrank",True
NA1_5172952710,"Volibear,Graves,Kayle,Jhin,Swain","Mordekaiser,Nunu,Heimerdinger,Lucian,LeeSin",True
NA1_5176187818,"Renekton,Warwick,Lissandra,Draven,TahmKench","Sett,Diana,Fizz,Jinx,Alistar",False
NA1_5159884613,"KSante,Kayn,Qiyana,Corki,TahmKench","Gnar,Viego,Fizz,Kaisa,Leblanc",True
NA1_5124509691,"Aatrox,Sejuani,AurelionSol,Zeri,Blitzcrank","Yone,LeeSin,Ryze,Draven,Thresh",False
NA1_5140270007,"Renekton,MasterYi,Ahri,Sivir,Yuumi","Aurora,Viego,Syndra,Lucian,Nami",True
NA1_5145552880,"Khazix,Vex,Shen,Ashe,Nami","Illaoi,Graves,Zilean,Caitlyn,Morgana",True
NA1_5117832232,"Mordekaiser,JarvanIV,Galio,MissFortune,Morgana","Tryndamere,Kindred,Camille,Seraphine,Sona",True
NA1_4991351551,"Trundle,Diana,TwistedFate,MissFortune,Soraka","Darius,Nidalee,Ahri,Ezreal,Nami",True
NA1_5163123875,"Pantheon,LeeSin,Irelia,Caitlyn,Sylas","Kayn,Udyr,Swain,Jinx,Alistar",True
NA1_5172155012,"Malphite,Viego,Vex,Jinx,Renata","Mordekaiser,Warwick,Ryze,Vayne,Pyke",True
NA1_5174096734,"Ambessa,Viego,Galio,Varus,Pantheon","Illaoi,Kayn,Fizz,Jhin,Shaco",True
NA1_4959583628,"Orianna,Belveth,Renekton,Syndra,Thresh","Yone,Talon,Veigar,Varus,Brand",True
NA1_5157505315,"Warwick,Nocturne,Viktor,Jhin,Zoe","Viego,Udyr,Vladimir,Jinx,Bard",False
NA1_5177377065,"Lucian,Evelynn,Ezreal,Hwei,Yuumi","Irelia,Nocturne,Jhin,Twitch,Sona",False
NA1_5177401300,"Fiora,Kayn,Xerath,Ezreal,Senna","Gnar,Nocturne,Veigar,Corki,Morgana",True
NA1_5174876849,"Ambessa,Hecarim,Ahri,Caitlyn,Lux","Teemo,Nunu,Aurora,Jhin,Zilean",False
NA1_5167796180,"Riven,JarvanIV,Ekko,Jinx,Pyke","Shen,Zyra,Veigar,Caitlyn,Lulu",True
NA1_5161311688,"Fiora,LeeSin,Aurora,MissFortune,Leona","Mordekaiser,Viego,Zed,Lux,Jhin",True
NA1_5147606005,"Urgot,Lillia,Naafiri,Caitlyn,Malphite","Volibear,MonkeyKing,Smolder,Nilah,Alistar",False
NA1_5147789444,"TahmKench,Warwick,Gragas,Kalista,Renata","Teemo,Lillia,Lux,Caitlyn,Zyra",False
NA1_5172856797,"Malphite,Ekko,Qiyana,Cassiopeia,Pantheon","Chogath,Kindred,Malzahar,Zeri,Yuumi",True
NA1_5142710327,"Fiora,XinZhao,Akali,Hwei,Rakan","Sett,Graves,Ahri,Ashe,Bard",False
NA1_5104048154,"Camille,Volibear,Ziggs,Jhin,Thresh","Darius,Zac,Swain,MissFortune,Brand",False
NA1_5170677501,"Tryndamere,Ekko,Hwei,Corki,Nautilus","Darius,Kayn,Ahri,Jinx,Blitzcrank",True
NA1_5107255973,"DrMundo,Lillia,Yasuo,Jhin,Rakan","Shen,Khazix,Ezreal,Nilah,Seraphine",False
NA1_5154164208,"Kled,Kayn,Gragas,Lucian,TahmKench","Mordekaiser,Taliyah,Riven,Jinx,Renata",True
NA1_5176522234,"Nasus,Darius,Ahri,Ezreal,Shaco","Aatrox,Nunu,Sylas,Caitlyn,Nami",True
NA1_5082373017,"Gnar,Udyr,Yone,Ziggs,Leblanc","Vayne,Karthus,Sett,Kaisa,Poppy",False
NA1_5119763889,"Urgot,Evelynn,AurelionSol,Jhin,Maokai","DrMundo,Shaco,Malzahar,Lucian,Nami",False
NA1_5143977634,"Mordekaiser,Diana,Ahri,Jinx,Sett","Smolder,Gragas,Kassadin,Sivir,Thresh",False
NA1_5145575485,"Shen,Kayn,Ahri,Jinx,Maokai","Akali,Sion,Veigar,Kaisa,Neeko",True
NA1_5173746555,"Ambessa,Ekko,Galio,Draven,Nautilus","Jayce,LeeSin,Ahri,MissFortune,TahmKench",True
NA1_5173794438,"Fiora,Khazix,Velkoz,MissFortune,Malphite","Yorick,Hecarim,Sylas,Swain,Karma",True
NA1_5104774526,"Garen,Evelynn,Yasuo,Jhin,Shen","Camille,Hecarim,Mordekaiser,Jinx,Senna",False
NA1_5172952378,"Garen,Graves,Zac,KogMaw,Lulu","Ryze,Hecarim,Gwen,Tristana,Thresh",True
NA1_5155699826,"Teemo,JarvanIV,Katarina,Caitlyn,Taric","Yasuo,Shaco,Sion,Hwei,Zilean",True
NA1_5177405470,"Gnar,MasterYi,Ahri,Ezreal,TahmKench","Shen,Diana,Velkoz,MissFortune,Zilean",True
NA1_5168480939,"Volibear,Khazix,Fizz,Caitlyn,TahmKench","Aurora,MonkeyKing,Yasuo,Smolder,Lux",False
NA1_5152247721,"Poppy,Shaco,Irelia,MissFortune,Renata","Gnar,Viego,Yone,Brand,Velkoz",False
NA1_5152728968,"Sett,Nasus,Yone,Ziggs,Teemo","TahmKench,Gragas,Kaisa,Jinx,Neeko",True
NA1_5073553704,"Tryndamere,Hecarim,Syndra,Smolder,Leona","Darius,RekSai,Yasuo,MissFortune,Morgana",True
NA1_5157118331,"Kled,LeeSin,Akali,Smolder,Rakan","DrMundo,Vi,Shyvana,Jhin,Renata",True
NA1_5050434398,"Kayn,Ezreal,Camille,Aurora,Xerath","Quinn,Udyr,Galio,Twitch,Lux",True
NA1_5157386903,"Aatrox,Vi,Syndra,Ezreal,Rakan","Sett,Sejuani,TwistedFate,Cassiopeia,Morgana",False
NA1_5167454868,"Rumble,MonkeyKing,Yone,Caitlyn,Lux","Garen,LeeSin,Veigar,Xayah,Morgana",True
NA1_5165279628,"Nasus,Graves,Ahri,Caitlyn,Lux","Garen,Kayn,Veigar,Ashe,Milio",False
NA1_5044127215,"Aurora,Heimerdinger,Nocturne,Zeri,Senna","DrMundo,Lux,Yasuo,Teemo,Jhin",False
NA1_5125635645,"Sett,Briar,Akali,Karthus,Velkoz","Garen,Khazix,Vex,Jinx,Thresh",False
NA1_5169545807,"Maokai,Ornn,Diana,Ezreal,Morgana","TahmKench,Nocturne,Yasuo,Caitlyn,Rell",False
NA1_5126656050,"Jax,Brand,Xerath,Smolder,Soraka","Gragas,Ivern,Jayce,Jhin,Poppy",True
NA1_5157399501,"Sion,Viego,Akali,Twitch,Senna","Sett,Zac,Kassadin,Ashe,Shaco",False
NA1_5177058939,"Urgot,MasterYi,Galio,Jinx,Lulu","Tryndamere,Volibear,Katarina,Smolder,Nami",True
NA1_5162526160,"Urgot,Vi,Katarina,Varus,MissFortune","Volibear,Sejuani,Akali,Ashe,Seraphine",False
NA1_5116427728,"Kled,Ekko,Katarina,Jhin,TahmKench","Gragas,Olaf,Talon,KogMaw,Nami",True
NA1_5157702403,"Singed,Briar,Zed,Ashe,Lux","Gragas,Warwick,Talon,Draven,Hwei",True
NA1_5169156428,"Maokai,Sion,Velkoz,Caitlyn,Soraka","Garen,Volibear,Hwei,Lucian,Braum",False
NA1_5176295107,"Chogath,Warwick,Zoe,Caitlyn,Velkoz","Ambessa,Graves,Aurora,Lucian,Nami",True
NA1_5140894321,"Gangplank,Elise,Malzahar,Aphelios,Pyke","Malphite,Zed,Orianna,Ezreal,Blitzcrank",False
NA1_5177187429,"Teemo,Briar,Malzahar,Draven,Ornn","DrMundo,Ivern,Yone,Yasuo,Lux",True
NA1_5132508581,"Yone,Hecarim,Orianna,Aphelios,Rell","Kled,Warwick,Neeko,Jinx,Velkoz",False
NA1_5173859974,"Quinn,Viego,Akshan,Kalista,Neeko","Aatrox,Nocturne,Ahri,Vayne,Brand",True
NA1_5024568032,"Pantheon,Khazix,Kayle,Twitch,Alistar","Yone,Karthus,Kennen,Kaisa,Lulu",True
NA1_5142056096,"Shen,Nunu,Hwei,Ezreal,Yuumi","Sion,Graves,Veigar,Ashe,Nami",False
NA1_5090231884,"Riven,Morgana,Sylas,MissFortune,Pyke","Pantheon,Lillia,Syndra,Varus,Braum",True
NA1_5174641491,"Chogath,Zed,Heimerdinger,Draven,Xerath","Urgot,Amumu,Leblanc,Jhin,Maokai",True
NA1_5177268545,"Kayn,Aurora,Sejuani,Kaisa,Alistar","Heimerdinger,Briar,Tristana,Jinx,Seraphine",False
NA1_5163239176,"Kayle,JarvanIV,Lux,Swain,TahmKench","Yorick,Shaco,Leblanc,Brand,Thresh",True
NA1_5154998736,"Chogath,Khazix,Sylas,Hwei,Senna","Darius,Kayn,Swain,Lucian,Zyra",False
NA1_5167470839,"Nasus,Kayn,Aurora,Tristana,Maokai","Sion,Naafiri,Heimerdinger,Jinx,Taric",False
NA1_5174470096,"Chogath,FiddleSticks,Galio,Draven,Nami","Darius,Ambessa,Xerath,Caitlyn,Swain",False
NA1_5158076847,"Urgot,Mordekaiser,Akali,Zeri,Morgana","Darius,Vi,TwistedFate,Caitlyn,Brand",True
NA1_5173820491,"Ambessa,Gwen,Pantheon,Jinx,Braum","Darius,Vi,Leblanc,Ashe,Thresh",True
NA1_5137540309,"Kled,Zac,Yasuo,Kaisa,Blitzcrank","Garen,Sylas,Ahri,Jhin,Senna",False
NA1_5172988414,"Tryndamere,Rammus,Annie,Swain,Lux","Quinn,Vi,Malzahar,Caitlyn,Senna",False
NA1_5171411909,"Lillia,Viego,Galio,Caitlyn,Lux","Gangplank,JarvanIV,Veigar,Smolder,Nami",True
NA1_5171820463,"Gangplank,Khazix,Vladimir,Caitlyn,Lux","Darius,Evelynn,Yone,Jhin,Swain",True
NA1_5176431133,"Irelia,Udyr,TwistedFate,Jinx,TahmKench","Riven,Kayn,Xerath,Corki,Rakan",False
NA1_5144624436,"Aurora,JarvanIV,Yasuo,Aphelios,Velkoz","Vladimir,Talon,Renekton,Caitlyn,Senna",True
NA1_5145661524,"Aurora,Udyr,Syndra,Nilah,Rell","Jayce,Warwick,Ahri,Ashe,Senna",False
NA1_5176811065,"Chogath,Graves,Ahri,Vayne,Thresh","Mordekaiser,Kayn,Diana,Caitlyn,Bard",True
NA1_5127158051,"Sion,Udyr,Vladimir,Caitlyn,Senna","Heimerdinger,Shyvana,Zed,Xayah,Sona",True
NA1_5124459101,"Irelia,Graves,DrMundo,Ashe,Rell","Vayne,Briar,Zoe,Ziggs,TahmKench",True
NA1_5138575372,"Akali,Naafiri,Ekko,Lucian,Poppy","Sett,Zed,Viktor,Jhin,Seraphine",True
NA1_5171879119,"Yorick,LeeSin,Pantheon,Caitlyn,Senna","Aurora,Kayn,Yasuo,Jhin,Lulu",True
NA1_5039733554,"Aatrox,Jax,Lissandra,Tristana,Leona","Gangplank,JarvanIV,Veigar,Caitlyn,Morgana",False
NA1_5142897469,"Kled,MasterYi,Akali,Ashe,Seraphine","Volibear,Briar,Lux,Smolder,Rell",True
NA1_5176452984,"Tryndamere,Nocturne,Akali,Jinx,Milio","Gangplank,Amumu,Anivia,Lucian,Morgana",True
NA1_5172797709,"Gnar,Khazix,Malzahar,Caitlyn,Pyke","Yone,FiddleSticks,Ahri,Ashe,Leona",True
NA1_5176748587,"TahmKench,Skarner,Vex,Smolder,Sona","Aatrox,LeeSin,Viktor,Jhin,Morgana",False
NA1_5150283344,"Aatrox,MasterYi,Syndra,Caitlyn,Leona","Renekton,Nocturne,Ahri,Corki,Taric",True
NA1_5174767819,"Mordekaiser,Belveth,Zed,Caitlyn,Lux","Garen,XinZhao,Veigar,Ezreal,Hwei",False
NA1_5164546884,"Malphite,Nunu,Diana,KogMaw,Karma","Mordekaiser,Sejuani,Riven,Corki,Alistar",False
NA1_5137919445,"Darius,Graves,Lux,Jinx,Milio","Garen,Diana,Hwei,Kaisa,Senna",False
NA1_5137226401,"Jax,RekSai,Malphite,Taliyah,Bard","Illaoi,Diana,Talon,Twitch,Brand",False
NA1_5010085042,"Mordekaiser,LeeSin,Anivia,Jhin,Maokai","Qiyana,Lillia,Shen,Smolder,Pyke",True
NA1_5135952947,"Aurora,Rengar,Katarina,Nilah,Galio","Kayle,Viego,Diana,Kaisa,Lux",False
NA1_5173138555,"Renekton,Karthus,Yone,Sivir,Maokai","Ornn,Vi,Kayle,Jinx,Galio",False
NA1_5172998098,"Nasus,Kayn,Malzahar,Jinx,Lulu","Maokai,Vi,Ambessa,Xayah,Soraka",True
NA1_5150967150,"Pantheon,Ambessa,Lissandra,Aphelios,Brand","Volibear,LeeSin,Yone,Samira,Seraphine",False
NA1_5139775327,"Teemo,Graves,Chogath,Jhin,Karma","Ezreal,Talon,Anivia,Akali,Zyra",True
NA1_5145388871,"Gragas,Kayn,Vex,Aphelios,Zoe","Yorick,Graves,Katarina,Ashe,Ornn",False
NA1_5149782737,"KSante,Briar,Smolder,Ezreal,Xerath","Kled,Vladimir,Warwick,Lucian,Zilean",False
NA1_5163249474,"Jayce,Ekko,Malzahar,Samira,TahmKench","Smolder,Evelynn,Naafiri,MissFortune,Janna",False
NA1_5137274556,"Aatrox,Warwick,Akali,Zeri,Nami","Chogath,Khazix,Orianna,Hwei,Amumu",False
NA1_5164005176,"Tryndamere,Sejuani,Riven,Kalista,Leona","Darius,FiddleSticks,Azir,Caitlyn,Soraka",False
NA1_5149070527,"Teemo,Hecarim,Ahri,Caitlyn,Nautilus","Akali,LeeSin,Viktor,Ezreal,Pyke",True
NA1_5159332577,"Garen,JarvanIV,Lissandra,Jinx,Syndra","DrMundo,FiddleSticks,Ryze,Smolder,Thresh",True
NA1_5092543783,"Yone,RekSai,Chogath,MissFortune,Senna","Fiora,Viego,Ziggs,Jhin,Zilean",False
NA1_5137967857,"TahmKench,JarvanIV,Yone,Kaisa,Annie","KSante,XinZhao,Syndra,Caitlyn,Lux",True
NA1_5142665383,"Jax,Graves,Lux,Jhin,Janna","Volibear,Viego,Aurora,Jinx,Milio",False
NA1_5176289286,"Urgot,Volibear,Diana,Caitlyn,Veigar","Sion,Khazix,Xerath,Hwei,Pantheon",False
NA1_5141464229,"Illaoi,Taliyah,Yone,Sett,Senna","KSante,Vi,Ahri,Lucian,TahmKench",True
NA1_5162815312,"Heimerdinger,Kayn,Galio,Kaisa,Taliyah","Nasus,Nocturne,Leblanc,Caitlyn,Soraka",False
NA1_5141716755,"Shen,Teemo,Ryze,Vayne,Zoe","Renekton,JarvanIV,Yasuo,Varus,Lux",True
NA1_4890970691,"Darius,Lillia,Annie,MissFortune,Rakan","Ornn,Ekko,Lucian,Aatrox,Lux",True
NA1_5147136436,"Syndra,Teemo,Ziggs,Aphelios,Lulu","Ryze,Nocturne,Katarina,Corki,Leona",False
NA1_5168093558,"Sejuani,Nunu,Zed,Draven,Nami","Garen,Amumu,Ekko,Nilah,Karma",False
NA1_5128457892,"Pantheon,Shyvana,Diana,Ezreal,Rell","Fiora,Elise,Yasuo,Twitch,Lulu",False
NA1_5177551279,"MonkeyKing,Brand,Swain,Caitlyn,Milio","TahmKench,Nunu,Yasuo,Jinx,Taric",True
NA1_5119287488,"Renekton,Vi,Garen,Ashe,Thresh","Gragas,Sylas,Yone,Sivir,Senna",False
NA1_5170310555,"Garen,Teemo,Vex,Jhin,Shaco","Gragas,Diana,Irelia,Varus,Mordekaiser",True
NA1_5169665265,"Sion,Khazix,Lissandra,Smolder,Nautilus","Chogath,Warwick,Kennen,Ashe,Alistar",False
NA1_5134298198,"Illaoi,Nidalee,Ezreal,Seraphine,Zilean","Darius,Udyr,Lissandra,Aphelios,Soraka",True
NA1_5165441179,"Gragas,Briar,Yasuo,Jinx,Morgana","Olaf,Kayn,Akali,MissFortune,Braum",True
NA1_5172922634,"Gangplank,Viego,Viktor,Ashe,Morgana","Smolder,Khazix,Lissandra,Caitlyn,Brand",False
NA1_5113017213,"Thresh,Hecarim,Taliyah,Lucian,Senna","Fiora,Graves,Sylas,Kaisa,Orianna",False
NA1_5152694080,"Malphite,Ambessa,Ryze,Lucian,Nautilus","Warwick,Kayn,Malzahar,Sona,Soraka",False
NA1_5164183187,"Camille,Vi,AurelionSol,Lucian,Senna","Gnar,Diana,Katarina,Vayne,Blitzcrank",True
NA1_5171342934,"Gnar,MonkeyKing,Akali,Caitlyn,TahmKench","DrMundo,Nocturne,Yasuo,Ashe,Teemo",True
NA1_5156500922,"Smolder,Hecarim,Yone,Jhin,Thresh","Aatrox,Khazix,Zoe,Hwei,Ezreal",True
NA1_5162925290,"Riven,MasterYi,Xerath,Kaisa,Thresh","DrMundo,Ivern,Orianna,Vayne,Alistar",False
NA1_5162397880,"Poppy,Viego,Taliyah,Kaisa,Leblanc","Pantheon,Elise,Galio,Caitlyn,Lux",True
NA1_5177214674,"Sion,Graves,Ekko,Jhin,Thresh","Volibear,JarvanIV,Yasuo,Caitlyn,Galio",True
NA1_4959073364,"RekSai,Nunu,Vladimir,Ezreal,Pyke","Sett,Viego,Kassadin,Kaisa,Nami",True
NA1_5128169237,"Sion,Hecarim,Hwei,Ezreal,Karma","Akali,Viego,Ekko,Smolder,Brand",True
NA1_5154565609,"Aatrox,Diana,Yasuo,Swain,Karma","Renekton,Elise,Zed,Sivir,Senna",True
NA1_5092794837,"DrMundo,Maokai,Seraphine,Smolder,Velkoz","Kayle,Nocturne,TahmKench,KogMaw,Nami",True
NA1_5154477504,"TahmKench,Viego,Diana,Samira,Lux","Ambessa,Kayn,Irelia,Ziggs,Rakan",True
NA1_5176421622,"Ornn,Nunu,Sion,MissFortune,Sona","Gwen,Vi,Aatrox,Nilah,Nautilus",True
NA1_5176148524,"Darius,Nunu,Ziggs,Ashe,Xerath","Sett,Amumu,Vex,Draven,Leona",True
NA1_5118751945,"Renekton,Warwick,Fizz,Jhin,Sion","Darius,Kayn,Veigar,Sivir,Yuumi",False
NA1_5176302058,"Volibear,Briar,Irelia,Draven,Velkoz","Mordekaiser,Jax,Kassadin,Kaisa,Zilean",False
NA1_4780748509,"Fiora,Khazix,Sylas,Caitlyn,Thresh","Briar,LeeSin,Lux,Ashe,Soraka",False
NA1_5176385195,"Volibear,Briar,Yasuo,Jinx,Lulu","DrMundo,MonkeyKing,Malphite,Smolder,Nami",True
NA1_5122769200,"Yone,Taliyah,Vladimir,Ezreal,Lulu","Shen,LeeSin,Vex,Draven,Pyke",True
NA1_5166540039,"Maokai,Vi,Lux,Tristana,Blitzcrank","Aatrox,Nocturne,Swain,Jinx,Lulu",True
NA1_5173645417,"Gnar,Zed,Vex,Caitlyn,Sona","Singed,Kayn,Sylas,Ashe,Karma",True
NA1_5169886810,"Chogath,Kayn,Sylas,Jhin,Karma","Mordekaiser,Graves,Anivia,Ashe,Senna",False
NA1_5174809787,"Yone,Warwick,Ahri,Twitch,Rell","Sett,Nocturne,Karma,Tristana,Yuumi",True
NA1_5173748624,"Malphite,Amumu,TwistedFate,Vayne,Pyke","Ornn,Graves,Akali,Corki,Lulu",True
NA1_5141274285,"Fiora,Shyvana,Orianna,Xayah,Brand","KSante,Chogath,Hwei,Jinx,Nami",False
NA1_5154408344,"Yorick,Amumu,Corki,Vayne,Lux","Pantheon,Teemo,Xerath,Caitlyn,Galio",True
NA1_5168456146,"DrMundo,Udyr,Ahri,Aphelios,Karma","Teemo,MonkeyKing,KogMaw,Samira,Nautilus",False
NA1_5177354172,"Shen,Elise,Cassiopeia,Twitch,Nautilus","Trundle,Kayn,Jayce,Smolder,Zoe",True
NA1_5164919321,"Tryndamere,Shaco,Aurora,Ezreal,Blitzcrank","Gragas,Brand,Lux,Ashe,Braum",True
NA1_5032348984,"Gnar,Zed,Viktor,Lucian,Velkoz","Quinn,Volibear,Yasuo,Brand,Nami",True
NA1_5174265072,"Yasuo,MonkeyKing,Fizz,Taliyah,Seraphine","Maokai,Shyvana,Vladimir,MissFortune,Nami",False
NA1_5133602247,"Jax,Kayn,Hwei,Lucian,Lux","Jayce,Belveth,Akali,Ezreal,Blitzcrank",True
NA1_5177308975,"Nasus,Viego,Sylas,Kaisa,Taric","Aatrox,Amumu,Yone,Swain,Poppy",True
NA1_5116173003,"DrMundo,JarvanIV,Galio,Jhin,Brand","Mordekaiser,Hecarim,Leblanc,Lucian,Lux",True
